id,user_id,nb_memes,nb_likes,score,time_spent,created_at,nb_episodes_watched,nb_friends,nb_reviews,updated_at,nb_shows_followed,nb_comments
21667900,21667900,125,39676,0,238833,2018-06-26 14:38:06,1,7,0,2026-07-02 10:57:55,834,305
