episode_number,user_id,episode_id,source,created_at,updated_at,tv_show_name,episode_season_number
4,21667900,5227978,season-detail,2018-11-06 07:28:09,2018-11-06 07:28:09,The Fosters (2013),3
5,21667900,5227979,season-detail,2018-11-06 10:40:57,2018-11-06 10:40:57,The Fosters (2013),3
6,21667900,5227980,season-detail,2018-11-06 10:41:03,2018-11-06 10:41:03,The Fosters (2013),3
2,21667900,5242623,season-detail,2018-10-01 07:49:20,2018-10-01 07:49:20,American Crime Story,1
7,21667900,5254985,season-detail,2018-11-06 12:56:08,2018-11-06 12:56:08,The Fosters (2013),3
8,21667900,5254987,season-detail,2018-11-07 04:49:17,2018-11-07 04:49:17,The Fosters (2013),3
1,21667900,5260571,season-detail,2018-08-29 12:35:27,2018-08-29 12:35:27,The Originals,3
9,21667900,5277579,season-detail,2018-11-07 05:36:21,2018-11-07 05:36:21,The Fosters (2013),3
10,21667900,5277580,season-detail,2018-11-07 06:26:05,2018-11-07 06:26:05,The Fosters (2013),3
1,21667900,5279577,season-detail,2018-10-08 09:49:45,2018-10-08 09:49:45,The Affair,2
1,21667900,5284643,season-detail,2018-07-01 04:31:16,2018-07-01 04:31:16,The Last Kingdom,1
5,21667900,5310353,season-detail,2018-08-31 10:48:05,2018-08-31 10:48:05,The Originals,3
2,21667900,5324518,season-detail,2018-10-08 12:10:46,2018-10-08 12:10:46,The Affair,2
3,21667900,5324519,season-detail,2018-10-08 13:40:50,2018-10-08 13:40:50,The Affair,2
4,21667900,5324520,season-detail,2018-10-09 03:53:17,2018-10-09 03:53:17,The Affair,2
5,21667900,5324521,season-detail,2018-10-09 05:05:52,2018-10-09 05:05:52,The Affair,2
6,21667900,5324522,season-detail,2018-10-09 06:06:11,2018-10-09 06:06:11,The Affair,2
7,21667900,5324523,season-detail,2018-10-09 08:00:16,2018-10-09 08:00:16,The Affair,2
8,21667900,5324524,season-detail,2018-10-09 16:28:33,2018-10-09 16:28:33,The Affair,2
9,21667900,5324525,season-detail,2018-10-10 04:42:07,2018-10-10 04:42:07,The Affair,2
10,21667900,5324526,season-detail,2018-10-10 05:51:31,2018-10-10 05:51:31,The Affair,2
2,21667900,5340800,season-detail,2018-08-29 16:19:58,2018-08-29 16:19:58,The Originals,3
2,21667900,5350179,season-detail,2018-07-01 05:36:52,2018-07-01 05:36:52,The Last Kingdom,1
3,21667900,5350180,season-detail,2018-07-01 11:23:44,2018-07-01 11:23:44,The Last Kingdom,1
4,21667900,5350181,season-detail,2018-07-01 11:23:45,2018-07-01 11:23:45,The Last Kingdom,1
5,21667900,5350182,season-detail,2018-07-02 13:35:40,2018-07-02 13:35:40,The Last Kingdom,1
6,21667900,5350183,season-detail,2018-07-02 13:35:40,2018-07-02 13:35:40,The Last Kingdom,1
7,21667900,5350184,season-detail,2018-07-02 13:35:42,2018-07-02 13:35:42,The Last Kingdom,1
3,21667900,5354781,season-detail,2018-08-31 09:09:52,2018-08-31 09:09:52,The Originals,3
4,21667900,5354783,season-detail,2018-08-31 10:48:00,2018-08-31 10:48:00,The Originals,3
6,21667900,5361080,season-detail,2018-09-01 16:41:40,2018-09-01 16:41:40,The Originals,3
7,21667900,5361081,season-detail,2018-09-01 16:41:41,2018-09-01 16:41:41,The Originals,3
8,21667900,5361082,season-detail,2018-09-02 05:11:56,2018-09-02 05:11:56,The Originals,3
9,21667900,5361083,season-detail,2018-09-02 05:11:57,2018-09-02 05:11:57,The Originals,3
11,21667900,5380687,season-detail,2018-11-07 09:27:08,2018-11-07 09:27:08,The Fosters (2013),3
1,21667900,5391641,season-detail,2018-11-24 08:56:17,2018-11-24 08:56:17,Victoria,1
12,21667900,5411379,season-detail,2018-10-10 12:45:04,2018-10-10 12:45:04,The Affair,2
11,21667900,5411380,season-detail,2018-10-10 09:43:29,2018-10-10 09:43:29,The Affair,2
10,21667900,5412876,season-detail,2018-09-02 10:35:55,2018-09-02 10:35:55,The Originals,3
1,21667900,5442509,season-detail,2018-07-24 16:12:06,2018-07-24 16:12:06,Vikings,4
2,21667900,5451918,season-detail,2018-07-25 05:03:45,2018-07-25 05:03:45,Vikings,4
3,21667900,5451919,season-detail,2018-07-25 05:03:50,2018-07-25 05:03:50,Vikings,4
4,21667900,5451920,season-detail,2018-07-25 05:56:12,2018-07-25 05:56:12,Vikings,4
12,21667900,5477062,season-detail,2018-11-07 11:44:18,2018-11-07 11:44:18,The Fosters (2013),3
11,21667900,5482691,season-detail,2018-09-02 10:35:57,2018-09-02 10:35:57,The Originals,3
13,21667900,5487168,season-detail,2018-11-07 16:07:04,2018-11-07 16:07:04,The Fosters (2013),3
12,21667900,5489218,season-detail,2018-09-02 13:38:21,2018-09-02 13:38:21,The Originals,3
1,21667900,5495121,season-detail,2018-10-29 08:42:55,2018-10-29 08:42:55,Peaky Blinders,3
2,21667900,5495122,season-detail,2018-10-30 07:48:45,2018-10-30 07:48:45,Peaky Blinders,3
3,21667900,5495123,season-detail,2018-10-30 09:20:53,2018-10-30 09:20:53,Peaky Blinders,3
13,21667900,5497195,season-detail,2018-09-02 13:38:23,2018-09-02 13:38:23,The Originals,3
14,21667900,5498386,season-detail,2018-11-08 11:19:50,2018-11-08 11:19:50,The Fosters (2013),3
15,21667900,5498388,season-detail,2018-11-08 11:19:51,2018-11-08 11:19:51,The Fosters (2013),3
16,21667900,5498389,season-detail,2018-11-10 12:47:09,2018-11-10 12:47:09,The Fosters (2013),3
17,21667900,5498391,season-detail,2018-11-10 16:23:44,2018-11-10 16:23:44,The Fosters (2013),3
18,21667900,5498392,season-detail,2018-11-11 05:29:42,2018-11-11 05:29:42,The Fosters (2013),3
19,21667900,5498393,season-detail,2018-11-11 05:29:44,2018-11-11 05:29:44,The Fosters (2013),3
20,21667900,5498394,season-detail,2018-11-11 06:17:42,2018-11-11 06:17:42,The Fosters (2013),3
14,21667900,5504357,season-detail,2018-09-02 16:21:49,2018-09-02 16:21:49,The Originals,3
5,21667900,5511010,season-detail,2018-07-25 08:50:46,2018-07-25 08:50:46,Vikings,4
6,21667900,5511011,season-detail,2018-07-25 12:37:59,2018-07-25 12:37:59,Vikings,4
1,21667900,5511564,season-detail,2018-10-18 09:23:28,2018-10-18 09:23:28,Outlander,2
15,21667900,5512132,season-detail,2018-09-03 04:19:22,2018-09-03 04:19:22,The Originals,3
2,21667900,5524730,season-detail,2018-10-18 09:23:29,2018-10-18 09:23:29,Outlander,2
16,21667900,5531629,season-detail,2018-09-03 05:10:31,2018-09-03 05:10:31,The Originals,3
7,21667900,5532983,season-detail,2018-07-29 05:45:02,2018-07-29 05:45:02,Vikings,4
3,21667900,5535252,season-detail,2018-10-18 12:34:20,2018-10-18 12:34:20,Outlander,2
4,21667900,5539822,season-detail,2018-10-19 04:20:37,2018-10-19 04:20:37,Outlander,2
5,21667900,5545370,season-detail,2018-10-19 05:19:17,2018-10-19 05:19:17,Outlander,2
8,21667900,5545984,season-detail,2018-07-30 16:18:56,2018-07-30 16:18:56,Vikings,4
9,21667900,5545985,season-detail,2018-07-31 16:19:09,2018-07-31 16:19:09,Vikings,4
10,21667900,5545986,season-detail,2018-08-01 10:58:14,2018-08-01 10:58:14,Vikings,4
6,21667900,5546310,season-detail,2018-10-19 09:01:38,2018-10-19 09:01:38,Outlander,2
7,21667900,5550191,season-detail,2018-10-19 10:04:06,2018-10-19 10:04:06,Outlander,2
17,21667900,5557982,season-detail,2018-09-03 08:23:11,2018-09-03 08:23:11,The Originals,3
18,21667900,5560100,season-detail,2018-09-03 09:20:30,2018-09-03 09:20:30,The Originals,3
1,21667900,5569701,season-detail,2018-11-11 08:57:44,2018-11-11 08:57:44,The Fosters (2013),4
8,21667900,5572497,season-detail,2018-10-20 10:49:06,2018-10-20 10:49:06,Outlander,2
19,21667900,5574877,season-detail,2018-09-03 10:05:40,2018-09-03 10:05:40,The Originals,3
9,21667900,5576942,season-detail,2018-10-20 11:51:36,2018-10-20 11:51:36,Outlander,2
10,21667900,5576943,season-detail,2018-10-20 13:07:46,2018-10-20 13:07:46,Outlander,2
11,21667900,5576944,season-detail,2018-10-20 16:29:07,2018-10-20 16:29:07,Outlander,2
12,21667900,5576945,season-detail,2018-10-21 04:46:00,2018-10-21 04:46:00,Outlander,2
13,21667900,5576946,season-detail,2018-10-21 06:23:05,2018-10-21 06:23:05,Outlander,2
20,21667900,5580907,season-detail,2018-09-03 13:36:01,2018-09-03 13:36:01,The Originals,3
21,21667900,5580913,season-detail,2018-09-03 13:36:04,2018-09-03 13:36:04,The Originals,3
22,21667900,5580914,season-detail,2018-09-03 16:02:31,2018-09-03 16:02:31,The Originals,3
2,21667900,5620450,season-detail,2018-11-11 09:41:19,2018-11-11 09:41:19,The Fosters (2013),4
1,21667900,5645280,season-detail,2018-10-24 09:39:30,2018-10-24 09:39:30,Medici,1
2,21667900,5645281,season-detail,2018-10-25 10:16:50,2018-10-25 10:16:50,Medici,1
3,21667900,5645282,season-detail,2018-10-25 11:43:16,2018-10-25 11:43:16,Medici,1
1,21667900,5649996,season-detail,2018-10-11 11:18:01,2018-10-11 11:18:01,The Affair,3
3,21667900,5661214,season-detail,2018-11-13 12:57:52,2018-11-13 12:57:52,The Fosters (2013),4
4,21667900,5661215,season-detail,2018-11-14 04:47:23,2018-11-14 04:47:23,The Fosters (2013),4
5,21667900,5661216,season-detail,2018-11-14 04:47:24,2018-11-14 04:47:24,The Fosters (2013),4
6,21667900,5661217,season-detail,2018-11-14 04:47:24,2018-11-14 04:47:24,The Fosters (2013),4
7,21667900,5661218,season-detail,2018-11-14 05:35:24,2018-11-14 05:35:24,The Fosters (2013),4
8,21667900,5661219,season-detail,2018-11-14 16:55:38,2018-11-14 16:55:38,The Fosters (2013),4
9,21667900,5661220,season-detail,2018-11-15 05:38:52,2018-11-15 05:38:52,The Fosters (2013),4
1,21667900,5687848,season-detail,2018-09-04 11:57:54,2018-09-04 11:57:54,The Originals,4
10,21667900,5697963,season-detail,2018-11-15 13:14:29,2018-11-15 13:14:29,The Fosters (2013),4
2,21667900,5714320,season-detail,2018-11-24 09:53:11,2018-11-24 09:53:11,Victoria,1
3,21667900,5722612,season-detail,2018-11-24 10:45:39,2018-11-24 10:45:39,Victoria,1
4,21667900,5730200,season-detail,2018-11-24 15:31:26,2018-11-24 15:31:26,Victoria,1
5,21667900,5730201,season-detail,2018-11-24 16:19:02,2018-11-24 16:19:02,Victoria,1
6,21667900,5730202,season-detail,2018-11-25 05:21:09,2018-11-25 05:21:09,Victoria,1
7,21667900,5730203,season-detail,2018-11-25 06:10:51,2018-11-25 06:10:51,Victoria,1
8,21667900,5730204,season-detail,2018-11-25 08:41:39,2018-11-25 08:41:39,Victoria,1
11,21667900,5740486,season-detail,2018-11-15 16:03:18,2018-11-15 16:03:18,The Fosters (2013),4
11,21667900,5749712,season-detail,2018-08-01 11:52:07,2018-08-01 11:52:07,Vikings,4
12,21667900,5781817,season-detail,2018-11-16 05:02:09,2018-11-16 05:02:09,The Fosters (2013),4
13,21667900,5781818,season-detail,2018-11-16 06:02:15,2018-11-16 06:02:15,The Fosters (2013),4
2,21667900,5801482,season-detail,2018-10-11 11:18:02,2018-10-11 11:18:02,The Affair,3
3,21667900,5815733,season-detail,2018-10-12 10:57:42,2018-10-12 10:57:42,The Affair,3
4,21667900,5815734,season-detail,2018-10-12 10:57:45,2018-10-12 10:57:45,The Affair,3
5,21667900,5815735,season-detail,2018-10-12 10:57:46,2018-10-12 10:57:46,The Affair,3
12,21667900,5816030,season-detail,2018-08-01 12:52:30,2018-08-01 12:52:30,Vikings,4
13,21667900,5816031,season-detail,2018-08-01 16:06:54,2018-08-01 16:06:54,Vikings,4
16,21667900,5823580,season-detail,2018-11-18 06:10:50,2018-11-18 06:10:50,The Fosters (2013),4
15,21667900,5823589,season-detail,2018-11-17 16:14:21,2018-11-17 16:14:21,The Fosters (2013),4
14,21667900,5823590,episode-detail,2018-11-16 16:20:08,2018-11-16 16:20:08,The Fosters (2013),4
14,21667900,5831452,season-detail,2018-08-02 04:48:42,2018-08-02 04:48:42,Vikings,4
15,21667900,5831454,season-detail,2018-08-02 04:48:44,2018-08-02 04:48:44,Vikings,4
6,21667900,5833343,season-detail,2018-10-12 13:03:33,2018-10-12 13:03:33,The Affair,3
7,21667900,5833344,season-detail,2018-10-13 07:00:45,2018-10-13 07:00:45,The Affair,3
8,21667900,5833345,season-detail,2018-10-13 08:18:07,2018-10-13 08:18:07,The Affair,3
9,21667900,5833346,season-detail,2018-10-13 10:03:33,2018-10-13 10:03:33,The Affair,3
10,21667900,5833347,season-detail,2018-10-13 11:53:23,2018-10-13 11:53:23,The Affair,3
1,21667900,5842029,season-detail,2018-08-12 06:02:32,2018-08-12 06:02:32,Harlots,1
16,21667900,5871974,season-detail,2018-08-02 05:39:29,2018-08-02 05:39:29,Vikings,4
17,21667900,5871975,season-detail,2018-08-02 07:36:37,2018-08-02 07:36:37,Vikings,4
18,21667900,5871976,season-detail,2018-08-02 16:18:35,2018-08-02 16:18:35,Vikings,4
19,21667900,5871977,season-detail,2018-08-03 04:57:15,2018-08-03 04:57:15,Vikings,4
20,21667900,5871978,season-detail,2018-08-03 04:57:16,2018-08-03 04:57:16,Vikings,4
1,21667900,5893011,season-detail,2018-06-27 06:22:58,2018-06-27 06:22:58,Sense8,2
1,21667900,5915076,season-detail,2018-11-25 09:49:33,2018-11-25 09:49:33,Victoria,2
2,21667900,5915077,season-detail,2018-11-25 12:14:59,2018-11-25 12:14:59,Victoria,2
3,21667900,5915078,season-detail,2018-11-26 06:11:46,2018-11-26 06:11:46,Victoria,2
4,21667900,5915079,season-detail,2018-11-26 07:58:50,2018-11-26 07:58:50,Victoria,2
5,21667900,5915080,season-detail,2018-11-26 12:17:26,2018-11-26 12:17:26,Victoria,2
6,21667900,5915081,season-detail,2018-11-26 13:17:17,2018-11-26 13:17:17,Victoria,2
7,21667900,5915082,season-detail,2018-11-26 16:17:42,2018-11-26 16:17:42,Victoria,2
8,21667900,5915083,season-detail,2018-11-27 04:53:00,2018-11-27 04:53:00,Victoria,2
2,21667900,5930448,season-detail,2018-09-04 11:57:55,2018-09-04 11:57:55,The Originals,4
3,21667900,5930451,season-detail,2018-09-04 13:21:29,2018-09-04 13:21:29,The Originals,4
1,21667900,5936523,season-detail,2018-07-09 11:41:41,2018-07-09 11:41:41,Anne with an E,1
2,21667900,5960446,season-detail,2018-06-27 06:23:00,2018-06-27 06:23:00,Sense8,2
10,21667900,5972231,season-detail,2018-09-07 10:50:22,2018-09-07 10:50:22,The Originals,4
12,21667900,5972233,season-detail,2018-09-08 16:17:40,2018-09-08 16:17:40,The Originals,4
17,21667900,5985411,season-detail,2018-11-18 06:10:50,2018-11-18 06:10:50,The Fosters (2013),4
18,21667900,5985412,season-detail,2018-11-18 11:22:28,2018-11-18 11:22:28,The Fosters (2013),4
19,21667900,5985413,season-detail,2018-11-18 16:19:24,2018-11-18 16:19:24,The Fosters (2013),4
20,21667900,5985414,season-detail,2018-11-19 04:35:14,2018-11-19 04:35:14,The Fosters (2013),4
1,21667900,5988344,season-detail,2018-07-03 16:40:42,2018-07-03 16:40:42,The Last Kingdom,2
1,21667900,5995992,season-detail,2018-11-19 05:47:35,2018-11-19 05:47:35,The Fosters (2013),5
2,21667900,6001608,season-detail,2018-07-04 11:23:57,2018-07-04 11:23:57,The Last Kingdom,2
3,21667900,6002312,season-detail,2018-07-04 12:31:28,2018-07-04 12:31:28,The Last Kingdom,2
4,21667900,6002623,season-detail,2018-09-04 16:10:05,2018-09-04 16:10:05,The Originals,4
5,21667900,6002625,season-detail,2018-09-05 12:06:30,2018-09-05 12:06:30,The Originals,4
6,21667900,6002626,season-detail,2018-09-05 12:06:31,2018-09-05 12:06:31,The Originals,4
7,21667900,6002628,season-detail,2018-09-05 16:15:17,2018-09-05 16:15:17,The Originals,4
8,21667900,6002629,season-detail,2018-09-06 16:06:54,2018-09-06 16:06:54,The Originals,4
9,21667900,6002630,season-detail,2018-09-07 10:04:22,2018-09-07 10:04:22,The Originals,4
11,21667900,6002631,season-detail,2018-09-08 16:17:39,2018-09-08 16:17:39,The Originals,4
2,21667900,6008665,season-detail,2018-08-12 06:02:33,2018-08-12 06:02:33,Harlots,1
3,21667900,6008666,season-detail,2018-08-12 11:27:16,2018-08-12 11:27:16,Harlots,1
4,21667900,6008668,season-detail,2018-08-12 11:27:16,2018-08-12 11:27:16,Harlots,1
5,21667900,6008669,season-detail,2018-08-12 11:27:17,2018-08-12 11:27:17,Harlots,1
6,21667900,6008670,season-detail,2018-08-12 12:21:54,2018-08-12 12:21:54,Harlots,1
7,21667900,6008671,season-detail,2018-08-12 14:13:41,2018-08-12 14:13:41,Harlots,1
8,21667900,6008679,season-detail,2018-08-12 15:17:48,2018-08-12 15:17:48,Harlots,1
2,21667900,6009893,season-detail,2018-07-10 16:20:03,2018-07-10 16:20:03,Anne with an E,1
3,21667900,6021586,season-detail,2018-07-11 10:44:20,2018-07-11 10:44:20,Anne with an E,1
4,21667900,6021594,season-detail,2018-07-11 11:23:58,2018-07-11 11:23:58,Anne with an E,1
4,21667900,6023309,season-detail,2018-07-04 15:03:28,2018-07-04 15:03:28,The Last Kingdom,2
5,21667900,6028328,season-detail,2018-07-04 16:31:38,2018-07-04 16:31:38,The Last Kingdom,2
6,21667900,6028329,season-detail,2018-07-06 01:41:09,2018-07-06 01:41:09,The Last Kingdom,2
7,21667900,6028330,season-detail,2018-07-06 01:41:13,2018-07-06 01:41:13,The Last Kingdom,2
8,21667900,6028331,season-detail,2018-07-06 10:08:53,2018-07-06 10:08:53,The Last Kingdom,2
5,21667900,6039006,season-detail,2018-07-11 12:10:25,2018-07-11 12:10:25,Anne with an E,1
6,21667900,6039007,season-detail,2018-07-11 13:02:39,2018-07-11 13:02:39,Anne with an E,1
7,21667900,6039008,season-detail,2018-07-11 16:11:45,2018-07-11 16:11:45,Anne with an E,1
1,21667900,6040417,season-detail,2018-08-08 13:09:33,2018-08-08 13:09:33,The Marvelous Mrs. Maisel,1
1,21667900,6042595,season-detail,2018-08-06 12:07:38,2018-08-06 12:07:38,The Sinner,1
2,21667900,6043419,season-detail,2018-11-21 13:10:11,2018-11-21 13:10:11,The Fosters (2013),5
13,21667900,6054841,season-detail,2018-09-09 04:42:04,2018-09-09 04:42:04,The Originals,4
3,21667900,6063209,season-detail,2018-11-21 13:10:12,2018-11-21 13:10:12,The Fosters (2013),5
4,21667900,6063211,season-detail,2018-11-23 13:14:54,2018-11-23 13:14:54,The Fosters (2013),5
5,21667900,6063213,season-detail,2018-11-25 16:01:22,2018-11-25 16:01:22,The Fosters (2013),5
3,21667900,6075844,season-detail,2018-06-27 08:46:05,2018-06-27 08:46:05,Sense8,2
4,21667900,6075845,season-detail,2018-06-27 16:38:59,2018-06-27 16:38:59,Sense8,2
5,21667900,6075846,season-detail,2018-06-28 05:04:04,2018-06-28 05:04:04,Sense8,2
6,21667900,6075847,season-detail,2018-06-29 04:43:21,2018-06-29 04:43:21,Sense8,2
7,21667900,6075848,season-detail,2018-06-29 05:48:53,2018-06-29 05:48:53,Sense8,2
8,21667900,6075849,season-detail,2018-06-29 08:29:11,2018-06-29 08:29:11,Sense8,2
9,21667900,6075850,season-detail,2018-06-29 09:46:06,2018-06-29 09:46:06,Sense8,2
10,21667900,6075851,season-detail,2018-06-29 10:57:11,2018-06-29 10:57:11,Sense8,2
11,21667900,6075852,season-detail,2018-07-01 11:24:08,2018-07-01 11:24:08,Sense8,2
1,21667900,6084200,season-detail,2018-09-17 11:48:58,2018-09-17 11:48:58,Gypsy,1
2,21667900,6087180,season-detail,2018-09-17 11:49:00,2018-09-17 11:49:00,Gypsy,1
3,21667900,6087181,season-detail,2018-09-19 09:16:18,2018-09-19 09:16:18,Gypsy,1
4,21667900,6087182,season-detail,2018-09-19 09:16:19,2018-09-19 09:16:19,Gypsy,1
5,21667900,6087183,season-detail,2018-09-19 11:15:16,2018-09-19 11:15:16,Gypsy,1
6,21667900,6087184,season-detail,2018-09-19 12:48:15,2018-09-19 12:48:15,Gypsy,1
7,21667900,6087185,season-detail,2018-09-19 14:03:45,2018-09-19 14:03:45,Gypsy,1
8,21667900,6087186,season-detail,2018-09-19 16:31:15,2018-09-19 16:31:15,Gypsy,1
1,21667900,6112192,season-detail,2018-08-13 03:57:00,2018-08-13 03:57:00,Fearless (2017),1
2,21667900,6112944,season-detail,2018-08-13 04:48:21,2018-08-13 04:48:21,Fearless (2017),1
3,21667900,6112948,season-detail,2018-08-15 04:11:18,2018-08-15 04:11:18,Fearless (2017),1
4,21667900,6112952,season-detail,2018-08-15 04:11:22,2018-08-15 04:11:22,Fearless (2017),1
5,21667900,6112955,season-detail,2018-08-15 06:41:28,2018-08-15 06:41:28,Fearless (2017),1
6,21667900,6112961,season-detail,2018-08-15 08:49:09,2018-08-15 08:49:09,Fearless (2017),1
1,21667900,6118419,season-detail,2018-07-07 16:28:52,2018-07-07 16:28:52,Alias Grace,1
9,21667900,6157887,season-detail,2018-09-20 16:11:16,2018-09-20 16:11:16,Gypsy,1
10,21667900,6157888,season-detail,2018-09-21 05:02:16,2018-09-21 05:02:16,Gypsy,1
1,21667900,6166140,season-detail,2018-11-27 09:30:16,2018-11-27 09:30:16,Absentia,1
2,21667900,6166141,season-detail,2018-11-27 12:14:57,2018-11-27 12:14:57,Absentia,1
3,21667900,6166142,season-detail,2018-11-29 04:34:59,2018-11-29 04:34:59,Absentia,1
4,21667900,6166143,season-detail,2018-11-29 05:30:28,2018-11-29 05:30:28,Absentia,1
5,21667900,6166144,season-detail,2018-11-29 09:09:03,2018-11-29 09:09:03,Absentia,1
6,21667900,6166147,season-detail,2018-11-29 10:11:44,2018-11-29 10:11:44,Absentia,1
7,21667900,6166149,episode-detail,2018-11-29 12:29:05,2018-11-29 12:29:05,Absentia,1
8,21667900,6166150,season-detail,2018-11-29 13:16:11,2018-11-29 13:16:11,Absentia,1
9,21667900,6166151,season-detail,2018-11-29 16:16:48,2018-11-29 16:16:48,Absentia,1
10,21667900,6166152,season-detail,2018-11-30 04:18:52,2018-11-30 04:18:52,Absentia,1
1,21667900,6185105,season-detail,2018-10-21 09:01:27,2018-10-21 09:01:27,Outlander,3
2,21667900,6190905,season-detail,2018-08-06 12:54:56,2018-08-06 12:54:56,The Sinner,1
3,21667900,6190906,season-detail,2018-08-07 08:03:20,2018-08-07 08:03:20,The Sinner,1
4,21667900,6190907,season-detail,2018-08-07 08:03:20,2018-08-07 08:03:20,The Sinner,1
5,21667900,6190908,season-detail,2018-08-07 16:29:56,2018-08-07 16:29:56,The Sinner,1
6,21667900,6190909,season-detail,2018-08-08 04:50:05,2018-08-08 04:50:05,The Sinner,1
7,21667900,6190910,season-detail,2018-08-08 04:50:06,2018-08-08 04:50:06,The Sinner,1
8,21667900,6191541,season-detail,2018-08-08 05:38:31,2018-08-08 05:38:31,The Sinner,1
2,21667900,6209634,season-detail,2018-08-03 06:32:16,2018-08-03 06:32:16,Vikings,5
3,21667900,6247477,season-detail,2018-09-09 11:48:34,2018-09-09 11:48:34,The Originals,5
1,21667900,6247478,season-detail,2018-09-09 05:31:30,2018-09-09 05:31:30,The Originals,5
2,21667900,6247479,season-detail,2018-09-09 11:48:33,2018-09-09 11:48:33,The Originals,5
4,21667900,6256699,season-detail,2018-09-10 07:21:35,2018-09-10 07:21:35,The Originals,5
5,21667900,6256700,season-detail,2018-09-10 10:10:59,2018-09-10 10:10:59,The Originals,5
6,21667900,6261569,season-detail,2018-09-10 13:36:06,2018-09-10 13:36:06,The Originals,5
2,21667900,6274406,season-detail,2018-10-21 10:37:33,2018-10-21 10:37:33,Outlander,3
3,21667900,6274407,season-detail,2018-10-21 13:08:32,2018-10-21 13:08:32,Outlander,3
4,21667900,6274408,season-detail,2018-10-21 16:48:14,2018-10-21 16:48:14,Outlander,3
5,21667900,6274409,season-detail,2018-10-22 04:18:26,2018-10-22 04:18:26,Outlander,3
1,21667900,6276812,season-detail,2018-10-14 05:22:55,2018-10-14 05:22:55,The Affair,4
6,21667900,6291495,season-detail,2018-10-22 05:40:11,2018-10-22 05:40:11,Outlander,3
7,21667900,6291497,season-detail,2018-10-22 10:20:16,2018-10-22 10:20:16,Outlander,3
8,21667900,6291498,season-detail,2018-10-23 07:50:55,2018-10-23 07:50:55,Outlander,3
9,21667900,6291501,season-detail,2018-10-23 09:31:26,2018-10-23 09:31:26,Outlander,3
10,21667900,6291503,season-detail,2018-10-23 11:56:51,2018-10-23 11:56:51,Outlander,3
11,21667900,6291510,season-detail,2018-10-24 04:38:34,2018-10-24 04:38:34,Outlander,3
12,21667900,6291514,season-detail,2018-10-24 05:38:53,2018-10-24 05:38:53,Outlander,3
13,21667900,6291517,season-detail,2018-10-24 07:57:19,2018-10-24 07:57:19,Outlander,3
7,21667900,6291927,season-detail,2018-09-11 16:06:37,2018-09-11 16:06:37,The Originals,5
8,21667900,6291928,season-detail,2018-09-11 16:06:38,2018-09-11 16:06:38,The Originals,5
2,21667900,6327683,season-detail,2018-07-08 05:14:24,2018-07-08 05:14:24,Alias Grace,1
3,21667900,6332227,season-detail,2018-07-08 09:31:44,2018-07-08 09:31:44,Alias Grace,1
4,21667900,6333030,season-detail,2018-07-08 11:39:34,2018-07-08 11:39:34,Alias Grace,1
5,21667900,6333034,season-detail,2018-07-08 11:39:35,2018-07-08 11:39:35,Alias Grace,1
9,21667900,6336976,season-detail,2018-09-12 11:54:22,2018-09-12 11:54:22,The Originals,5
2,21667900,6355773,season-detail,2018-08-09 08:07:13,2018-08-09 08:07:13,The Marvelous Mrs. Maisel,1
3,21667900,6355779,season-detail,2018-08-09 08:07:15,2018-08-09 08:07:15,The Marvelous Mrs. Maisel,1
4,21667900,6365536,season-detail,2018-08-09 16:27:14,2018-08-09 16:27:14,The Marvelous Mrs. Maisel,1
5,21667900,6365537,season-detail,2018-08-10 05:52:11,2018-08-10 05:52:11,The Marvelous Mrs. Maisel,1
6,21667900,6365538,season-detail,2018-08-10 05:52:13,2018-08-10 05:52:13,The Marvelous Mrs. Maisel,1
7,21667900,6365539,season-detail,2018-08-10 08:21:00,2018-08-10 08:21:00,The Marvelous Mrs. Maisel,1
8,21667900,6365540,season-detail,2018-08-10 09:47:21,2018-08-10 09:47:21,The Marvelous Mrs. Maisel,1
10,21667900,6366884,season-detail,2018-09-12 11:54:23,2018-09-12 11:54:23,The Originals,5
11,21667900,6366885,season-detail,2018-09-12 12:50:10,2018-09-12 12:50:10,The Originals,5
6,21667900,6368012,season-detail,2018-11-27 06:30:43,2018-11-27 06:30:43,Victoria,0
1,21667900,6391146,season-detail,2018-06-26 14:41:32,2018-06-26 14:41:32,Counterpart,1
2,21667900,6394056,season-detail,2018-06-27 16:40:24,2018-06-27 16:40:24,Counterpart,1
12,21667900,6402228,season-detail,2018-09-12 16:49:22,2018-09-12 16:49:22,The Originals,5
13,21667900,6402229,season-detail,2018-09-12 16:49:23,2018-09-12 16:49:23,The Originals,5
3,21667900,6432182,season-detail,2018-08-03 08:50:20,2018-08-03 08:50:20,Vikings,5
4,21667900,6432183,season-detail,2018-08-03 10:13:41,2018-08-03 10:13:41,Vikings,5
5,21667900,6432184,season-detail,2018-08-03 16:09:19,2018-08-03 16:09:19,Vikings,5
6,21667900,6432185,season-detail,2018-08-04 04:42:02,2018-08-04 04:42:02,Vikings,5
1,21667900,6437720,season-detail,2018-08-03 06:32:15,2018-08-03 06:32:15,Vikings,5
7,21667900,6440862,season-detail,2018-08-04 04:42:03,2018-08-04 04:42:03,Vikings,5
8,21667900,6440863,season-detail,2018-08-04 05:33:26,2018-08-04 05:33:26,Vikings,5
9,21667900,6440864,season-detail,2018-08-04 06:58:01,2018-08-04 06:58:01,Vikings,5
