user_id,tv_show_id,episode_id,created_at,updated_at,tv_show_name
21667900,369301,7708157,2023-09-26 17:40:55,2023-09-26 17:40:55,The Great
21667900,369307,7877071,2021-02-24 11:23:43,2021-02-24 11:23:43,The Undoing
21667900,369844,8239388,2021-06-02 17:11:29,2021-06-02 17:11:29,Shadow and Bone
21667900,370112,8371186,2021-06-02 10:04:11,2021-06-02 10:04:11,Mare of Easttown
21667900,371572,11763803,2022-10-23 23:59:04,2026-07-01 18:33:41,House of the Dragon
21667900,371806,7486474,2020-08-12 11:15:51,2020-08-12 11:15:51,Normal People
21667900,371972,7482477,2022-02-14 05:11:47,2022-02-14 05:11:47,Virgin River
21667900,371980,10592768,2025-03-01 23:40:11,2025-03-24 10:19:25,Severance
21667900,373186,7479404,2021-03-19 05:00:40,2021-03-19 05:00:40,Messiah (2020)
21667900,373415,7601545,2023-03-01 18:06:57,2023-03-01 18:06:57,"Hi Bye, Mama!"
21667900,375998,7550554,2020-08-19 09:15:00,2020-08-19 09:15:00,I Am Not Okay With This
21667900,376122,7553443,2020-08-06 06:51:17,2020-08-06 06:51:17,Unorthodox
21667900,377955,7772317,2022-07-18 14:04:26,2022-07-18 14:04:26,It's Okay to Not Be Okay
21667900,377960,7804426,2024-03-08 01:31:16,2024-03-11 13:39:03,Flower of Evil
21667900,380991,8149183,2026-02-03 02:10:29,2026-02-26 14:27:40,Behind Her Eyes
21667900,383203,8571981,2025-04-04 12:29:01,2025-04-08 20:14:27,Ted Lasso
21667900,387115,7960062,2021-06-03 16:04:13,2021-06-03 16:04:13,The Queen's Gambit
21667900,387191,7977909,2020-10-08 10:07:04,2020-10-08 10:07:04,Bad Boy Billionaires: India
21667900,390430,8423104,2023-05-06 00:21:53,2023-05-06 00:21:53,The White Lotus
21667900,391784,8159094,2024-03-24 06:52:03,2024-03-30 19:29:17,Vincenzo
21667900,392573,9240063,2024-04-27 23:26:22,2024-04-27 23:26:22,Shōgun
21667900,394109,8618765,2021-11-03 05:02:19,2021-11-03 05:02:19,Scenes From A Marriage (US)
21667900,397441,8640506,2022-07-24 21:01:03,2022-07-24 21:01:03,My Name
21667900,398815,8304009,2024-02-25 06:38:22,2024-02-27 10:18:24,Our Beloved Summer
21667900,399959,8436143,2021-10-23 05:14:04,2021-10-23 05:14:04,Only Murders in the Building
21667900,401475,9328540,2023-01-16 03:37:40,2023-01-16 03:37:40,Alchemy of Souls
21667900,401548,9046276,2024-02-11 13:30:51,2024-02-18 04:53:31,My Liberation Notes
21667900,402412,8740146,2021-11-06 10:57:32,2021-11-06 10:57:32,Komi Can't Communicate
21667900,403245,9655337,2025-03-31 22:56:43,2025-03-31 22:56:44,Silo
21667900,403656,8904920,2024-03-15 05:40:12,2024-03-23 23:19:49,"Twenty Five, Twenty One"
21667900,410156,8688481,2021-10-10 15:51:15,2021-10-10 15:51:15,House of Secrets: The Burari Deaths
21667900,411469,9565956,2023-03-18 02:34:49,2023-03-18 02:34:49,The Glory
21667900,411959,9931624,2024-03-27 18:56:55,2024-05-10 08:22:31,3 Body Problem
21667900,415738,10294898,2025-03-26 10:16:47,2025-03-26 23:10:52,Presumed Innocent
21667900,417223,10410195,2024-05-07 20:54:46,2024-05-10 13:44:26,Baby Reindeer
21667900,419950,9158272,2022-07-23 01:04:41,2022-07-23 01:04:41,Extraordinary Attorney Woo
21667900,424418,9398951,2024-02-18 02:21:42,2024-02-22 17:59:01,Summer Strike
21667900,426288,10736189,2025-05-22 20:27:15,2025-05-23 07:49:01,One Hundred Years of Solitude
21667900,429870,9967451,2024-03-05 11:07:42,2024-03-07 13:20:28,My Demon
21667900,433631,9725383,2026-02-26 14:27:47,2026-02-26 14:27:47,A Knight of the Seven Kingdoms
21667900,436457,11260082,2025-12-27 21:20:28,2025-12-27 23:15:37,PLUR1BUS
