screen_name,picture_url,created_at,updated_at,image_id,gender,birthday,user_id
imjimil,,2018-06-26 14:36:34,2021-11-21 05:21:44,5b35cb315db17,male,1999-11-30 00:00:00 +0000 UTC,21667900
