image_url,aws_region,user_id,created_at,username,updated_at
https://d1zfszn0v5ya99.cloudfront.net/user/21667900/profile_picture/5b35cb315db17_large.png,,21667900,1970-01-01 00:00:00,imjimil,1970-01-01 00:00:00
