source,user_id,episode_comment_id,created_at,updated_at
mobile,21667900,515609,2018-10-16 13:50:40,2018-10-16 13:50:40
mobile,21667900,519089,2018-10-16 13:53:47,2018-10-16 13:53:47
mobile,21667900,550180,2018-10-17 04:37:01,2018-10-17 04:37:01
mobile,21667900,556850,2018-12-24 13:34:16,2018-12-24 13:34:16
mobile,21667900,575403,2018-12-24 16:22:00,2018-12-24 16:22:00
mobile,21667900,655485,2019-05-29 10:55:34,2019-05-29 10:55:34
mobile,21667900,723634,2018-11-04 10:33:14,2018-11-04 10:33:14
mobile,21667900,737849,2018-12-02 05:48:30,2018-12-02 05:48:30
mobile,21667900,743688,2020-04-26 13:30:40,2020-04-26 13:30:40
mobile,21667900,745136,2018-12-03 10:00:15,2018-12-03 10:00:15
mobile,21667900,745149,2018-12-03 16:32:10,2018-12-03 16:32:10
mobile,21667900,746247,2018-12-04 04:43:10,2018-12-04 04:43:10
mobile,21667900,746257,2018-12-04 05:53:53,2018-12-04 05:53:53
mobile,21667900,746270,2018-12-05 09:31:41,2018-12-05 09:31:41
mobile,21667900,756476,2018-11-02 05:28:01,2018-11-02 05:28:01
mobile,21667900,763022,2018-11-06 07:29:22,2018-11-06 07:29:22
mobile,21667900,765685,2018-11-06 07:29:17,2018-11-06 07:29:17
mobile,21667900,767104,2018-11-06 07:29:03,2018-11-06 07:29:03
mobile,21667900,776203,2018-11-06 07:30:12,2018-11-06 07:30:12
mobile,21667900,782093,2018-11-06 07:30:16,2018-11-06 07:30:16
mobile,21667900,794667,2018-11-02 12:40:55,2018-11-02 12:40:55
mobile,21667900,795573,2019-06-12 13:29:26,2019-06-12 13:29:26
mobile,21667900,803625,2018-11-02 05:25:45,2018-11-02 05:25:45
mobile,21667900,803908,2018-11-06 10:43:00,2018-11-06 10:43:00
mobile,21667900,804396,2018-11-06 10:43:13,2018-11-06 10:43:13
mobile,21667900,806639,2018-11-06 10:42:57,2018-11-06 10:42:57
mobile,21667900,808780,2018-11-06 10:42:25,2018-11-06 10:42:25
mobile,21667900,809676,2018-11-06 10:43:51,2018-11-06 10:43:51
mobile,21667900,810548,2019-05-27 16:16:05,2019-05-27 16:16:05
mobile,21667900,810582,2018-11-03 11:45:31,2018-11-03 11:45:31
mobile,21667900,832881,2018-11-01 10:24:29,2018-11-01 10:24:29
mobile,21667900,851237,2018-10-08 03:50:39,2018-10-08 03:50:39
mobile,21667900,858136,2019-05-26 04:55:05,2019-05-26 04:55:05
mobile,21667900,874369,2018-11-05 04:52:57,2018-11-05 04:52:57
mobile,21667900,899121,2019-04-13 13:25:57,2019-04-13 13:25:57
mobile,21667900,919198,2018-11-03 05:54:25,2018-11-03 05:54:25
mobile,21667900,954503,2018-11-07 05:38:29,2018-11-07 05:38:29
mobile,21667900,957867,2018-11-07 05:38:38,2018-11-07 05:38:38
mobile,21667900,958271,2019-05-29 10:56:48,2019-05-29 10:56:48
mobile,21667900,960096,2018-11-04 10:33:03,2018-11-04 10:33:03
mobile,21667900,964111,2018-11-07 05:38:43,2018-11-07 05:38:43
mobile,21667900,968404,2018-11-07 05:38:33,2018-11-07 05:38:33
mobile,21667900,975285,2018-11-04 10:33:08,2018-11-04 10:33:08
mobile,21667900,986339,2018-11-07 06:27:59,2018-11-07 06:27:59
mobile,21667900,989732,2018-11-07 06:27:38,2018-11-07 06:27:38
mobile,21667900,993939,2018-11-02 04:29:31,2018-11-02 04:29:31
mobile,21667900,1001047,2018-11-04 09:47:27,2018-11-04 09:47:27
mobile,21667900,1004337,2018-12-03 16:33:06,2018-12-03 16:33:06
mobile,21667900,1014570,2019-05-29 10:55:42,2019-05-29 10:55:42
mobile,21667900,1025821,2019-05-22 09:24:07,2019-05-22 09:24:07
mobile,21667900,1034122,2018-11-03 11:46:47,2018-11-03 11:46:47
mobile,21667900,1034128,2018-11-03 11:46:55,2018-11-03 11:46:55
mobile,21667900,1050383,2020-04-30 17:36:10,2020-04-30 17:36:10
mobile,21667900,1102612,2019-07-13 05:28:56,2019-07-13 05:28:56
mobile,21667900,1106671,2019-04-15 13:10:26,2019-04-15 13:10:26
mobile,21667900,1110012,2019-04-13 10:15:11,2019-04-13 10:15:11
mobile,21667900,1110430,2019-04-13 11:19:59,2019-04-13 11:19:59
mobile,21667900,1115980,2019-05-22 09:23:19,2019-05-22 09:23:19
mobile,21667900,1116108,2019-05-22 10:16:53,2019-05-22 10:16:53
mobile,21667900,1133289,2019-05-26 08:49:59,2019-05-26 08:49:59
mobile,21667900,1212252,2019-05-26 04:54:37,2019-05-26 04:54:37
mobile,21667900,1236805,2018-10-08 09:50:13,2018-10-08 09:50:13
mobile,21667900,1244333,2018-10-08 09:50:38,2018-10-08 09:50:38
mobile,21667900,1246431,2018-10-08 09:50:00,2018-10-08 09:50:00
mobile,21667900,1288152,2018-10-08 12:11:17,2018-10-08 12:11:17
mobile,21667900,1304963,2019-08-09 10:05:12,2019-08-09 10:05:12
mobile,21667900,1308742,2019-08-09 10:05:18,2019-08-09 10:05:18
mobile,21667900,1312202,2019-08-09 10:05:25,2019-08-09 10:05:25
mobile,21667900,1315521,2019-08-09 10:05:09,2019-08-09 10:05:09
mobile,21667900,1332818,2019-07-13 13:10:10,2019-07-13 13:10:10
mobile,21667900,1335368,2019-07-13 13:09:53,2019-07-13 13:09:53
mobile,21667900,1337163,2019-07-13 13:09:51,2019-07-13 13:09:51
mobile,21667900,1358232,2019-05-29 10:55:04,2019-05-29 10:55:04
mobile,21667900,1373236,2019-08-09 12:40:12,2019-08-09 12:40:12
mobile,21667900,1375824,2019-07-13 16:20:26,2019-07-13 16:20:26
mobile,21667900,1377846,2019-07-13 16:20:21,2019-07-13 16:20:21
mobile,21667900,1386083,2019-07-13 16:20:40,2019-07-13 16:20:40
mobile,21667900,1392352,2018-10-09 03:54:13,2018-10-09 03:54:13
mobile,21667900,1404769,2018-10-09 03:55:34,2018-10-09 03:55:34
mobile,21667900,1440898,2019-07-14 04:31:25,2019-07-14 04:31:25
mobile,21667900,1448452,2019-05-27 16:15:10,2019-05-27 16:15:10
mobile,21667900,1453750,2018-10-09 05:06:22,2018-10-09 05:06:22
mobile,21667900,1454137,2018-10-09 05:07:03,2018-10-09 05:07:03
mobile,21667900,1454616,2019-06-12 12:12:04,2019-06-12 12:12:04
mobile,21667900,1456755,2018-10-09 05:07:39,2018-10-09 05:07:39
mobile,21667900,1494275,2019-07-13 16:20:33,2019-07-13 16:20:33
mobile,21667900,1503797,2018-10-09 06:06:42,2018-10-09 06:06:42
mobile,21667900,1508242,2018-10-09 06:06:31,2018-10-09 06:06:31
mobile,21667900,1508842,2018-10-04 09:14:36,2018-10-04 09:14:36
mobile,21667900,1513604,2020-04-30 17:36:50,2020-04-30 17:36:50
mobile,21667900,1559691,2018-10-09 08:01:06,2018-10-09 08:01:06
mobile,21667900,1563466,2018-10-09 08:01:13,2018-10-09 08:01:13
mobile,21667900,1567413,2019-05-18 10:58:46,2019-05-18 10:58:46
mobile,21667900,1625729,2018-12-09 16:29:35,2018-12-09 16:29:35
mobile,21667900,1627774,2018-10-09 16:28:54,2018-10-09 16:28:54
mobile,21667900,1628174,2018-10-09 16:31:20,2018-10-09 16:31:20
mobile,21667900,1634300,2018-11-02 12:40:41,2018-11-02 12:40:41
mobile,21667900,1638682,2018-12-09 16:27:54,2018-12-09 16:27:54
mobile,21667900,1658854,2018-12-10 12:44:45,2018-12-10 12:44:45
mobile,21667900,1696369,2018-12-09 16:29:18,2018-12-09 16:29:18
mobile,21667900,1712241,2019-04-15 13:10:55,2019-04-15 13:10:55
mobile,21667900,1729016,2020-04-29 06:11:44,2020-04-29 06:11:44
mobile,21667900,1729922,2020-04-29 16:24:53,2020-04-29 16:24:53
mobile,21667900,1737299,2018-12-09 16:28:03,2018-12-09 16:28:03
mobile,21667900,1751194,2018-09-02 05:13:15,2018-09-02 05:13:15
mobile,21667900,1754925,2019-07-15 12:56:08,2019-07-15 12:56:08
mobile,21667900,1758356,2019-07-15 12:56:19,2019-07-15 12:56:19
mobile,21667900,1758466,2019-07-15 12:56:34,2019-07-15 12:56:34
mobile,21667900,1758595,2019-07-15 12:56:27,2019-07-15 12:56:27
mobile,21667900,1763490,2019-07-15 12:55:58,2019-07-15 12:55:58
mobile,21667900,1766449,2019-07-15 12:56:53,2019-07-15 12:56:53
mobile,21667900,1768285,2018-10-10 09:44:14,2018-10-10 09:44:14
mobile,21667900,1769326,2019-07-15 12:55:47,2019-07-15 12:55:47
mobile,21667900,1770195,2018-10-10 09:44:32,2018-10-10 09:44:32
mobile,21667900,1771584,2018-10-10 09:44:06,2018-10-10 09:44:06
mobile,21667900,1772260,2018-10-10 09:44:22,2018-10-10 09:44:22
mobile,21667900,1778404,2018-10-10 09:44:28,2018-10-10 09:44:28
mobile,21667900,1793068,2020-04-30 17:37:18,2020-04-30 17:37:18
mobile,21667900,1799305,2019-07-15 16:04:29,2019-07-15 16:04:29
mobile,21667900,1800836,2019-07-15 16:03:27,2019-07-15 16:03:27
mobile,21667900,1801131,2019-07-15 16:05:09,2019-07-15 16:05:09
mobile,21667900,1802631,2019-07-15 16:04:39,2019-07-15 16:04:39
mobile,21667900,1803036,2019-07-15 16:03:18,2019-07-15 16:03:18
mobile,21667900,1803882,2019-07-15 16:03:14,2019-07-15 16:03:14
mobile,21667900,1806542,2018-12-03 16:33:21,2018-12-03 16:33:21
mobile,21667900,1809162,2019-07-15 16:04:17,2019-07-15 16:04:17
mobile,21667900,1810000,2018-10-10 12:46:00,2018-10-10 12:46:00
mobile,21667900,1810130,2018-10-10 12:46:12,2018-10-10 12:46:12
mobile,21667900,1810615,2019-07-15 16:04:10,2019-07-15 16:04:10
mobile,21667900,1815123,2018-10-10 12:45:23,2018-10-10 12:45:23
mobile,21667900,1816138,2018-10-10 12:46:54,2018-10-10 12:46:54
mobile,21667900,1817371,2019-07-15 16:04:55,2019-07-15 16:04:55
mobile,21667900,1826827,2019-05-21 08:47:29,2019-05-21 08:47:29
mobile,21667900,1834670,2019-07-13 08:41:41,2019-07-13 08:41:41
mobile,21667900,1863558,2018-11-01 11:31:48,2018-11-01 11:31:48
mobile,21667900,1877438,2019-06-12 13:29:33,2019-06-12 13:29:33
mobile,21667900,1900427,2019-05-21 04:33:56,2019-05-21 04:33:56
mobile,21667900,1915020,2019-05-22 04:12:26,2019-05-22 04:12:26
mobile,21667900,1930192,2018-11-03 05:53:37,2018-11-03 05:53:37
mobile,21667900,1941588,2020-04-26 06:08:44,2020-04-26 06:08:44
mobile,21667900,1966360,2019-05-22 09:23:54,2019-05-22 09:23:54
mobile,21667900,1979031,2019-08-04 10:23:48,2019-08-04 10:23:48
mobile,21667900,1991296,2019-04-13 10:16:19,2019-04-13 10:16:19
mobile,21667900,2003478,2020-04-29 04:41:10,2020-04-29 04:41:10
mobile,21667900,2047230,2018-12-09 16:28:15,2018-12-09 16:28:15
mobile,21667900,2078116,2019-04-15 11:51:19,2019-04-15 11:51:19
mobile,21667900,2086357,2018-11-07 09:28:09,2018-11-07 09:28:09
mobile,21667900,2087321,2018-11-07 09:28:29,2018-11-07 09:28:29
mobile,21667900,2087616,2018-11-07 09:27:53,2018-11-07 09:27:53
mobile,21667900,2087829,2018-11-07 09:28:19,2018-11-07 09:28:19
mobile,21667900,2089139,2018-11-07 09:28:47,2018-11-07 09:28:47
mobile,21667900,2090221,2018-11-07 09:27:44,2018-11-07 09:27:44
mobile,21667900,2091525,2018-11-07 09:28:41,2018-11-07 09:28:41
mobile,21667900,2105002,2019-05-29 10:55:55,2019-05-29 10:55:55
mobile,21667900,2140737,2018-11-07 11:47:48,2018-11-07 11:47:48
mobile,21667900,2140771,2018-11-07 11:48:30,2018-11-07 11:48:30
mobile,21667900,2158705,2018-11-07 11:46:10,2018-11-07 11:46:10
mobile,21667900,2159925,2018-11-07 11:45:21,2018-11-07 11:45:21
mobile,21667900,2161122,2018-11-07 11:45:54,2018-11-07 11:45:54
mobile,21667900,2166006,2018-11-07 11:47:35,2018-11-07 11:47:35
mobile,21667900,2170674,2018-10-01 06:28:55,2018-10-01 06:28:55
mobile,21667900,2182425,2020-08-31 09:49:46,2020-08-31 09:49:46
mobile,21667900,2184101,2019-08-07 10:33:52,2019-08-07 10:33:52
mobile,21667900,2222633,2019-05-26 04:54:47,2019-05-26 04:54:47
mobile,21667900,2224373,2018-11-03 11:45:48,2018-11-03 11:45:48
mobile,21667900,2230208,2018-11-07 16:07:24,2018-11-07 16:07:24
mobile,21667900,2241879,2018-11-07 16:08:03,2018-11-07 16:08:03
mobile,21667900,2242816,2018-10-01 07:50:04,2018-10-01 07:50:04
mobile,21667900,2253764,2019-07-13 05:28:50,2019-07-13 05:28:50
mobile,21667900,2258922,2018-10-01 07:50:29,2018-10-01 07:50:29
mobile,21667900,2278117,2020-04-29 04:41:21,2020-04-29 04:41:21
mobile,21667900,2285383,2018-10-01 07:49:52,2018-10-01 07:49:52
mobile,21667900,2309109,2018-11-03 05:53:59,2018-11-03 05:53:59
mobile,21667900,2314293,2024-05-08 03:00:09,2024-05-08 03:00:09
mobile,21667900,2369412,2019-05-29 10:55:24,2019-05-29 10:55:24
mobile,21667900,2440401,2018-11-04 10:33:23,2018-11-04 10:33:23
mobile,21667900,2509197,2019-05-30 05:05:30,2019-05-30 05:05:30
mobile,21667900,2511306,2019-05-30 10:21:11,2019-05-30 10:21:11
mobile,21667900,2511317,2019-05-30 10:21:20,2019-05-30 10:21:20
mobile,21667900,2512459,2019-05-30 16:18:36,2019-05-30 16:18:36
mobile,21667900,2513493,2019-05-30 05:05:23,2019-05-30 05:05:23
mobile,21667900,2514842,2019-05-30 10:20:59,2019-05-30 10:20:59
mobile,21667900,2516970,2019-05-30 05:05:16,2019-05-30 05:05:16
mobile,21667900,2517608,2019-05-31 09:20:20,2019-05-31 09:20:20
mobile,21667900,2518258,2019-05-31 09:20:29,2019-05-31 09:20:29
mobile,21667900,2519935,2019-05-30 16:18:08,2019-05-30 16:18:08
mobile,21667900,2520895,2019-05-31 10:15:46,2019-05-31 10:15:46
mobile,21667900,2524276,2019-05-31 10:16:09,2019-05-31 10:16:09
mobile,21667900,2524298,2019-05-31 03:39:16,2019-05-31 03:39:16
mobile,21667900,2524460,2019-06-02 16:27:05,2019-06-02 16:27:05
mobile,21667900,2524579,2019-05-31 03:39:02,2019-05-31 03:39:02
mobile,21667900,2524684,2019-05-31 04:29:15,2019-05-31 04:29:15
mobile,21667900,2525000,2018-09-03 04:20:32,2018-09-03 04:20:32
mobile,21667900,2525557,2019-05-31 12:31:13,2019-05-31 12:31:13
mobile,21667900,2525908,2018-09-03 04:20:17,2018-09-03 04:20:17
mobile,21667900,2526083,2019-05-31 09:20:35,2019-05-31 09:20:35
mobile,21667900,2526829,2019-06-02 09:39:38,2019-06-02 09:39:38
mobile,21667900,2527066,2019-06-02 10:44:07,2019-06-02 10:44:07
mobile,21667900,2527733,2019-05-31 12:31:19,2019-05-31 12:31:19
mobile,21667900,2527960,2019-05-31 09:20:24,2019-05-31 09:20:24
mobile,21667900,2528250,2019-06-02 09:39:29,2019-06-02 09:39:29
mobile,21667900,2528378,2019-05-31 10:16:14,2019-05-31 10:16:14
mobile,21667900,2528548,2019-06-02 10:44:01,2019-06-02 10:44:01
mobile,21667900,2529094,2019-06-02 16:27:00,2019-06-02 16:27:00
mobile,21667900,2529436,2019-05-31 09:20:44,2019-05-31 09:20:44
mobile,21667900,2531138,2019-05-31 12:31:28,2019-05-31 12:31:28
mobile,21667900,2531508,2019-05-30 16:18:16,2019-05-30 16:18:16
mobile,21667900,2531885,2022-03-18 01:35:54,2022-03-18 01:35:54
mobile,21667900,2532748,2019-06-02 09:39:49,2019-06-02 09:39:49
mobile,21667900,2535359,2019-06-02 09:39:05,2019-06-02 09:39:05
mobile,21667900,2535749,2019-05-31 10:16:03,2019-05-31 10:16:03
mobile,21667900,2536474,2019-05-31 12:31:38,2019-05-31 12:31:38
mobile,21667900,2537276,2019-06-02 16:27:07,2019-06-02 16:27:07
mobile,21667900,2537702,2019-05-29 09:03:48,2019-05-29 09:03:48
mobile,21667900,2540848,2019-06-02 16:27:21,2019-06-02 16:27:21
mobile,21667900,2541580,2019-06-02 10:44:13,2019-06-02 10:44:13
mobile,21667900,2542818,2019-05-30 16:18:04,2019-05-30 16:18:04
mobile,21667900,2546362,2019-06-02 10:45:03,2019-06-02 10:45:03
mobile,21667900,2546957,2019-05-31 10:15:42,2019-05-31 10:15:42
mobile,21667900,2547200,2019-07-08 11:04:39,2019-07-08 11:04:39
mobile,21667900,2548698,2019-04-15 10:36:12,2019-04-15 10:36:12
mobile,21667900,2551575,2019-06-02 09:39:22,2019-06-02 09:39:22
mobile,21667900,2551648,2019-05-30 11:25:16,2019-05-30 11:25:16
mobile,21667900,2551702,2019-05-31 03:38:51,2019-05-31 03:38:51
mobile,21667900,2552659,2019-07-08 11:04:26,2019-07-08 11:04:26
mobile,21667900,2553504,2019-07-08 11:04:10,2019-07-08 11:04:10
mobile,21667900,2554284,2019-05-31 11:32:01,2019-05-31 11:32:01
mobile,21667900,2556476,2019-06-02 09:38:49,2019-06-02 09:38:49
mobile,21667900,2559207,2018-11-10 16:25:27,2018-11-10 16:25:27
mobile,21667900,2565035,2018-11-10 16:24:59,2018-11-10 16:24:59
mobile,21667900,2565048,2018-11-10 16:24:48,2018-11-10 16:24:48
mobile,21667900,2567388,2018-11-10 16:25:08,2018-11-10 16:25:08
mobile,21667900,2570329,2018-11-10 16:25:02,2018-11-10 16:25:02
mobile,21667900,2573377,2018-11-04 10:32:48,2018-11-04 10:32:48
mobile,21667900,2584386,2019-05-30 16:18:25,2019-05-30 16:18:25
mobile,21667900,2586914,2019-05-31 12:31:55,2019-05-31 12:31:55
mobile,21667900,2613219,2019-05-31 12:31:46,2019-05-31 12:31:46
mobile,21667900,2627865,2019-07-08 12:06:30,2019-07-08 12:06:30
mobile,21667900,2632046,2018-11-03 11:45:34,2018-11-03 11:45:34
mobile,21667900,2634956,2019-05-21 04:34:03,2019-05-21 04:34:03
mobile,21667900,2680256,2019-06-02 10:44:37,2019-06-02 10:44:37
mobile,21667900,2692897,2021-06-22 18:17:44,2021-06-22 18:17:44
mobile,21667900,2696965,2019-06-02 10:44:47,2019-06-02 10:44:47
mobile,21667900,2698950,2019-07-09 12:06:19,2019-07-09 12:06:19
mobile,21667900,2713584,2018-11-11 05:32:35,2018-11-11 05:32:35
mobile,21667900,2713606,2019-06-02 16:27:18,2019-06-02 16:27:18
mobile,21667900,2715732,2018-11-11 05:32:06,2018-11-11 05:32:06
mobile,21667900,2720122,2018-11-11 05:31:46,2018-11-11 05:31:46
mobile,21667900,2720966,2018-11-11 05:32:05,2018-11-11 05:32:05
mobile,21667900,2738840,2019-07-09 16:28:22,2019-07-09 16:28:22
mobile,21667900,2739440,2019-07-09 16:28:06,2019-07-09 16:28:06
mobile,21667900,2739699,2019-07-09 16:28:03,2019-07-09 16:28:03
mobile,21667900,2758952,2019-07-09 16:29:00,2019-07-09 16:29:00
mobile,21667900,2763806,2019-04-13 13:25:31,2019-04-13 13:25:31
mobile,21667900,2798562,2018-11-11 06:18:46,2018-11-11 06:18:46
mobile,21667900,2799278,2018-11-11 06:18:34,2018-11-11 06:18:34
mobile,21667900,2799424,2018-11-11 06:19:07,2018-11-11 06:19:07
mobile,21667900,2807255,2018-11-11 06:19:56,2018-11-11 06:19:56
mobile,21667900,2833306,2018-07-29 05:47:25,2018-07-29 05:47:25
mobile,21667900,2878164,2018-11-03 05:10:00,2018-11-03 05:10:00
mobile,21667900,2885080,2019-04-13 16:33:30,2019-04-13 16:33:30
mobile,21667900,2886843,2019-06-02 10:45:09,2019-06-02 10:45:09
mobile,21667900,2889403,2019-04-15 11:51:44,2019-04-15 11:51:44
mobile,21667900,2945936,2018-11-02 05:25:18,2018-11-02 05:25:18
mobile,21667900,2949842,2018-11-06 10:43:25,2018-11-06 10:43:25
mobile,21667900,2975036,2019-05-25 16:22:57,2019-05-25 16:22:57
mobile,21667900,2999629,2018-07-31 16:20:09,2018-07-31 16:20:09
mobile,21667900,3031757,2019-05-26 11:54:26,2019-05-26 11:54:26
mobile,21667900,3043259,2024-05-10 23:22:27,2024-05-10 23:22:27
mobile,21667900,3074776,2018-08-01 10:59:02,2018-08-01 10:59:02
mobile,21667900,3079215,2018-08-01 10:59:39,2018-08-01 10:59:39
mobile,21667900,3089911,2018-08-01 10:59:24,2018-08-01 10:59:24
mobile,21667900,3097313,2018-10-18 12:36:18,2018-10-18 12:36:18
mobile,21667900,3097458,2018-10-18 12:35:42,2018-10-18 12:35:42
mobile,21667900,3097731,2018-10-18 12:36:08,2018-10-18 12:36:08
mobile,21667900,3102401,2018-10-18 12:35:27,2018-10-18 12:35:27
mobile,21667900,3111231,2018-10-18 12:36:36,2018-10-18 12:36:36
mobile,21667900,3150814,2019-05-29 10:56:21,2019-05-29 10:56:21
mobile,21667900,3162470,2019-04-15 10:36:07,2019-04-15 10:36:07
mobile,21667900,3169166,2019-04-15 13:10:19,2019-04-15 13:10:19
mobile,21667900,3183134,2018-10-19 04:21:14,2018-10-19 04:21:14
mobile,21667900,3183445,2018-10-19 04:20:52,2018-10-19 04:20:52
mobile,21667900,3183466,2018-10-19 04:21:03,2018-10-19 04:21:03
mobile,21667900,3184608,2018-10-19 04:21:22,2018-10-19 04:21:22
mobile,21667900,3213144,2018-11-02 05:24:19,2018-11-02 05:24:19
mobile,21667900,3245916,2018-11-06 10:42:29,2018-11-06 10:42:29
mobile,21667900,3265206,2019-07-12 16:10:12,2019-07-12 16:10:12
mobile,21667900,3266289,2018-11-02 09:37:21,2018-11-02 09:37:21
mobile,21667900,3269705,2018-10-19 05:20:07,2018-10-19 05:20:07
mobile,21667900,3275696,2018-10-19 05:19:40,2018-10-19 05:19:40
mobile,21667900,3365282,2018-11-01 10:23:49,2018-11-01 10:23:49
mobile,21667900,3378705,2018-10-17 11:38:48,2018-10-17 11:38:48
mobile,21667900,3385121,2018-11-03 11:48:32,2018-11-03 11:48:32
mobile,21667900,3445550,2018-10-19 10:05:11,2018-10-19 10:05:11
mobile,21667900,3445575,2018-10-21 06:23:49,2018-10-21 06:23:49
mobile,21667900,3448929,2018-09-03 16:03:28,2018-09-03 16:03:28
mobile,21667900,3459939,2018-09-03 16:03:39,2018-09-03 16:03:39
mobile,21667900,3463152,2018-11-03 05:53:51,2018-11-03 05:53:51
mobile,21667900,3510580,2018-11-01 11:31:08,2018-11-01 11:31:08
mobile,21667900,3510846,2018-11-03 11:45:16,2018-11-03 11:45:16
mobile,21667900,3523200,2018-12-02 05:48:44,2018-12-02 05:48:44
mobile,21667900,3540895,2020-04-28 13:18:09,2020-04-28 13:18:09
mobile,21667900,3548444,2018-10-20 10:50:32,2018-10-20 10:50:32
mobile,21667900,3595065,2019-05-29 10:55:49,2019-05-29 10:55:49
mobile,21667900,3617979,2018-11-02 04:30:55,2018-11-02 04:30:55
mobile,21667900,3624659,2019-04-13 13:25:13,2019-04-13 13:25:13
mobile,21667900,3685729,2018-10-20 13:08:53,2018-10-20 13:08:53
mobile,21667900,3686764,2018-10-20 13:09:03,2018-10-20 13:09:03
mobile,21667900,3737255,2020-09-14 08:42:47,2020-09-14 08:42:47
mobile,21667900,3787931,2018-10-20 16:30:55,2018-10-20 16:30:55
mobile,21667900,3788966,2018-11-11 08:58:48,2018-11-11 08:58:48
mobile,21667900,3789425,2018-11-11 08:58:32,2018-11-11 08:58:32
mobile,21667900,3796784,2018-11-11 08:58:43,2018-11-11 08:58:43
mobile,21667900,3813602,2019-04-15 16:30:01,2019-04-15 16:30:01
mobile,21667900,3857772,2018-11-11 09:42:55,2018-11-11 09:42:55
mobile,21667900,3859473,2018-11-11 09:41:41,2018-11-11 09:41:41
mobile,21667900,3859560,2018-11-11 09:42:02,2018-11-11 09:42:02
mobile,21667900,3859886,2018-11-11 09:41:53,2018-11-11 09:41:53
mobile,21667900,3860817,2018-11-11 09:42:38,2018-11-11 09:42:38
mobile,21667900,3860950,2018-11-11 09:42:17,2018-11-11 09:42:17
mobile,21667900,3862325,2018-11-11 09:42:26,2018-11-11 09:42:26
mobile,21667900,3866211,2018-11-11 09:43:03,2018-11-11 09:43:03
mobile,21667900,3866526,2019-08-04 16:10:35,2019-08-04 16:10:35
mobile,21667900,3875682,2018-11-11 09:42:45,2018-11-11 09:42:45
mobile,21667900,3911891,2018-11-06 10:42:33,2018-11-06 10:42:33
mobile,21667900,3940449,2018-11-02 04:29:01,2018-11-02 04:29:01
mobile,21667900,3968202,2019-04-13 13:25:34,2019-04-13 13:25:34
mobile,21667900,3968879,2018-10-21 06:26:59,2018-10-21 06:26:59
mobile,21667900,3974746,2019-08-03 06:25:52,2019-08-03 06:25:52
mobile,21667900,3977711,2018-10-21 06:24:26,2018-10-21 06:24:26
mobile,21667900,3978833,2019-08-03 06:25:31,2019-08-03 06:25:31
mobile,21667900,3979127,2019-08-03 06:26:12,2019-08-03 06:26:12
mobile,21667900,3995561,2018-11-01 11:31:15,2018-11-01 11:31:15
mobile,21667900,4004820,2019-08-03 06:25:09,2019-08-03 06:25:09
mobile,21667900,4010524,2019-08-03 06:25:37,2019-08-03 06:25:37
mobile,21667900,4018177,2019-08-03 06:26:01,2019-08-03 06:26:01
