uuid,user_id,vote_key,movie_name,episode_id
7e645c16-f873-4365-a602-8f54235094b8,21667900,7e645c16-f873-4365-a602-8f54235094b8-21667900-34,Weapons,0
3bb5e068-2280-499e-9b33-6aedbd1af100,21667900,3bb5e068-2280-499e-9b33-6aedbd1af100-21667900-35,Pi,0
a82a3a46-b8a1-4944-87b7-5fb959413e4f,21667900,a82a3a46-b8a1-4944-87b7-5fb959413e4f-21667900-28,Godzilla,0
0796722a-aa1b-4cb1-90e7-cbcf579473a8,21667900,0796722a-aa1b-4cb1-90e7-cbcf579473a8-21667900-32,Toy Story 2,0
ae3b67a9-2b64-46cb-8bf7-0d59b81574ce,21667900,ae3b67a9-2b64-46cb-8bf7-0d59b81574ce-21667900-32,Train Dreams,0
8ed79c61-2216-477a-a52e-871d7895ca2b,21667900,8ed79c61-2216-477a-a52e-871d7895ca2b-21667900-37,Avatar: The Way of Water,0
81e401c5-e316-4885-8dda-3259c43c9209,21667900,81e401c5-e316-4885-8dda-3259c43c9209-21667900-32,The Other Boleyn Girl,0
3b5dd519-18ee-40d6-b77f-7313675c762a,21667900,3b5dd519-18ee-40d6-b77f-7313675c762a-21667900-30,Belfast,0
892f9939-71ab-427a-a0bb-21ba7697a6be,21667900,892f9939-71ab-427a-a0bb-21ba7697a6be-21667900-32,Wildlife,0
44f6dc76-5643-4d94-83ae-5368d8f64c32,21667900,44f6dc76-5643-4d94-83ae-5368d8f64c32-21667900-32,World War Z,0
296188ad-0e0f-439b-976c-6c003001fc3e,21667900,296188ad-0e0f-439b-976c-6c003001fc3e-21667900-28,青春ブタ野郎はゆめみる少女の夢を見ない,0
bb31313f-290b-433c-a5da-acdce14073c0,21667900,bb31313f-290b-433c-a5da-acdce14073c0-21667900-30,Hamnet,0
74c850ec-0aa3-442d-8b40-f2c185052e47,21667900,74c850ec-0aa3-442d-8b40-f2c185052e47-21667900-32,Source Code,0
e742c732-e210-4bea-99aa-c442d0ea10fa,21667900,e742c732-e210-4bea-99aa-c442d0ea10fa-21667900-35,The Woman in the Window,0
29713e1d-9313-49f1-abd8-6ba4443bc3f4,21667900,29713e1d-9313-49f1-abd8-6ba4443bc3f4-21667900-38,A Ghost Story,0
cf71356f-8894-4ab2-9c8b-81831b025fc1,21667900,cf71356f-8894-4ab2-9c8b-81831b025fc1-21667900-37,Conclave,0
6edd950b-bdd3-49a6-89ca-b4b50ff2272c,21667900,6edd950b-bdd3-49a6-89ca-b4b50ff2272c-21667900-28,I Care a Lot,0
81e401c5-e316-4885-8dda-3259c43c9209,21667900,81e401c5-e316-4885-8dda-3259c43c9209-21667900-30,The Other Boleyn Girl,0
9ed15165-c3c3-4ba7-9102-cded2f602e23,21667900,9ed15165-c3c3-4ba7-9102-cded2f602e23-21667900-32,后来的我们,0
c893588c-e4cc-4147-86cf-d2d025b2f9a7,21667900,c893588c-e4cc-4147-86cf-d2d025b2f9a7-21667900-28,Friends: The Reunion,0
d94ec16c-643c-4127-81df-6d4d27af480f,21667900,d94ec16c-643c-4127-81df-6d4d27af480f-21667900-30,Se7en,0
ee4faa4b-7775-4c68-81d8-f0b80e92d43a,21667900,ee4faa4b-7775-4c68-81d8-f0b80e92d43a-21667900-32,The Dig,0
a9b902e6-73de-41a4-a681-e71ad4ee360d,21667900,a9b902e6-73de-41a4-a681-e71ad4ee360d-21667900-33,The Suicide Squad,0
4669bed5-3921-4ad9-9b52-78287aac1168,21667900,4669bed5-3921-4ad9-9b52-78287aac1168-21667900-28,Nightcrawler,0
a3476fd1-c2a6-43a6-b50c-d124380cf5d4,21667900,a3476fd1-c2a6-43a6-b50c-d124380cf5d4-21667900-32,The Whale,0
c5ff4dcd-8be8-48f0-85e2-73cd4c530123,21667900,c5ff4dcd-8be8-48f0-85e2-73cd4c530123-21667900-30,Manchester by the Sea,0
ea25eff1-d708-4db4-a5d9-3f75985b887c,21667900,ea25eff1-d708-4db4-a5d9-3f75985b887c-21667900-28,Toy Story 3,0
3b5dd519-18ee-40d6-b77f-7313675c762a,21667900,3b5dd519-18ee-40d6-b77f-7313675c762a-21667900-32,Belfast,0
c5ff4dcd-8be8-48f0-85e2-73cd4c530123,21667900,c5ff4dcd-8be8-48f0-85e2-73cd4c530123-21667900-32,Manchester by the Sea,0
bb153669-9583-4356-96b0-6e305e38879b,21667900,bb153669-9583-4356-96b0-6e305e38879b-21667900-30,Sleepless in Seattle,0
724d75e3-5d7c-4af6-a6b4-5f331cd4d0af,21667900,724d75e3-5d7c-4af6-a6b4-5f331cd4d0af-21667900-37,Dune: Part Two,0
74c850ec-0aa3-442d-8b40-f2c185052e47,21667900,74c850ec-0aa3-442d-8b40-f2c185052e47-21667900-37,Source Code,0
806dfa10-ad40-4e60-a878-ba49a8326f03,21667900,806dfa10-ad40-4e60-a878-ba49a8326f03-21667900-32,Everything Everywhere All at Once,0
cf71356f-8894-4ab2-9c8b-81831b025fc1,21667900,cf71356f-8894-4ab2-9c8b-81831b025fc1-21667900-32,Conclave,0
e767ab2a-7b94-424e-a92e-dfa92a379e8e,21667900,e767ab2a-7b94-424e-a92e-dfa92a379e8e-21667900-30,Seven Years in Tibet,0
16adca82-46c0-448d-9108-82823f7fe248,21667900,16adca82-46c0-448d-9108-82823f7fe248-21667900-38,TÁR,0
6f86edbb-c40d-457a-9da5-cc99fb49cf43,21667900,6f86edbb-c40d-457a-9da5-cc99fb49cf43-21667900-34,El hoyo,0
bfb89cc5-b066-4f24-8fc8-119028331d87,21667900,bfb89cc5-b066-4f24-8fc8-119028331d87-21667900-33,Cha Cha Real Smooth,0
f60847ad-af62-4f51-ad2b-61a7e0adf150,21667900,f60847ad-af62-4f51-ad2b-61a7e0adf150-21667900-30,Slumdog Millionaire,0
bc8479c9-f32a-4626-a18e-034608700490,21667900,bc8479c9-f32a-4626-a18e-034608700490-21667900-32,"tick, tick...BOOM!",0
3bb5e068-2280-499e-9b33-6aedbd1af100,21667900,3bb5e068-2280-499e-9b33-6aedbd1af100-21667900-28,Pi,0
d91bc867-a7c5-4c3a-b087-ed071ff1a97a,21667900,d91bc867-a7c5-4c3a-b087-ed071ff1a97a-21667900-37,Raya and The Last Dragon,0
911046a7-56f8-49ec-8f08-5c6740debf81,21667900,911046a7-56f8-49ec-8f08-5c6740debf81-21667900-30,Lion,0
722969c3-ce58-4088-b3d5-775ead43a0cf,21667900,722969c3-ce58-4088-b3d5-775ead43a0cf-21667900-37,Monkey Man,0
3c777a93-63aa-4a39-bfd3-0ac69dc2527e,21667900,3c777a93-63aa-4a39-bfd3-0ac69dc2527e-21667900-32,Kingdom of Heaven,0
4b45e4ad-1eca-4405-b95b-9539afdb1795,21667900,4b45e4ad-1eca-4405-b95b-9539afdb1795-21667900-32,"Good Luck to You, Leo Grande",0
dff438eb-b027-4ea1-992f-47be0316a030,21667900,dff438eb-b027-4ea1-992f-47be0316a030-21667900-28,Killers of the Flower Moon,0
748f5088-4d20-448e-9d3c-e61d356f1ac8,21667900,748f5088-4d20-448e-9d3c-e61d356f1ac8-21667900-38,2001: A Space Odyssey,0
bd548c50-5dc6-4b55-9344-9756942263f5,21667900,bd548c50-5dc6-4b55-9344-9756942263f5-21667900-19,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe To American Regime For Make Benefit Once Glorious Nation of Kazakhstan,0
350d04dd-c315-4cbb-9ed3-177b2f4b2fc2,21667900,350d04dd-c315-4cbb-9ed3-177b2f4b2fc2-21667900-32,Penguin Bloom,0
