episode_number,user_id,episode_id,watched_on_source_id,created_at,updated_at,tv_show_name,episode_season_number
3,21667900,6805101,1,2018-12-14 13:33:22,2018-12-14 13:33:22,The Man in the High Castle,3
4,21667900,6805102,1,2018-12-14 16:17:50,2018-12-14 16:17:50,The Man in the High Castle,3
5,21667900,6805103,1,2018-12-15 04:27:08,2018-12-15 04:27:08,The Man in the High Castle,3
6,21667900,6805105,1,2018-12-15 05:40:53,2018-12-15 05:40:53,The Man in the High Castle,3
8,21667900,6805107,1,2018-12-15 11:07:55,2018-12-15 11:07:55,The Man in the High Castle,3
9,21667900,6805108,1,2018-12-15 16:23:00,2018-12-15 16:23:00,The Man in the High Castle,3
10,21667900,6805110,1,2018-12-16 09:02:16,2018-12-16 09:02:16,The Man in the High Castle,3
3,21667900,6813799,3,2020-11-05 05:04:32,2020-11-05 05:04:32,Lucifer,4
3,21667900,6827063,3,2020-08-22 12:18:40,2020-08-22 12:18:40,Rascal Does Not Dream of Bunny Girl Senpai,1
4,21667900,6827064,3,2020-08-22 16:24:49,2020-08-22 16:24:49,Rascal Does Not Dream of Bunny Girl Senpai,1
6,21667900,6827066,3,2020-08-23 05:48:30,2020-08-23 05:48:30,Rascal Does Not Dream of Bunny Girl Senpai,1
7,21667900,6827110,1,2018-09-26 09:44:50,2018-09-26 09:44:50,The Dragon Prince,1
9,21667900,6827112,1,2018-09-26 10:44:13,2018-09-26 10:44:13,The Dragon Prince,1
1,21667900,6866370,1,2019-06-09 14:02:52,2019-06-09 14:02:52,Les Misérables (2018),1
2,21667900,6866371,1,2019-06-09 16:41:45,2019-06-09 16:41:45,Les Misérables (2018),1
3,21667900,6866372,1,2019-06-10 06:43:53,2019-06-10 06:43:53,Les Misérables (2018),1
4,21667900,6866374,1,2019-06-10 12:04:31,2019-06-10 12:04:31,Les Misérables (2018),1
5,21667900,6866375,1,2019-06-10 13:05:24,2019-06-10 13:05:24,Les Misérables (2018),1
6,21667900,6866376,1,2019-06-10 16:54:41,2019-06-10 16:54:41,Les Misérables (2018),1
5,21667900,6879271,1,2018-12-03 16:37:13,2018-12-03 16:37:13,Outlander,4
6,21667900,6879272,1,2018-12-10 10:39:33,2018-12-10 10:39:33,Outlander,4
7,21667900,6879274,1,2018-12-17 05:12:37,2018-12-17 05:12:37,Outlander,4
8,21667900,6891638,1,2018-12-24 04:40:35,2018-12-24 04:40:35,Outlander,4
9,21667900,6891642,1,2018-12-31 11:03:47,2018-12-31 11:03:47,Outlander,4
10,21667900,6898824,1,2019-01-16 16:18:48,2019-01-16 16:18:48,This Is Us,3
12,21667900,6905974,1,2018-12-06 12:39:59,2018-12-06 12:39:59,Vikings,5
13,21667900,6905975,1,2018-12-13 08:57:34,2018-12-13 08:57:34,Vikings,5
14,21667900,6905976,1,2018-12-20 12:16:44,2018-12-20 12:16:44,Vikings,5
2,21667900,6909600,1,2018-12-06 05:20:58,2018-12-06 05:20:58,The Marvelous Mrs. Maisel,2
3,21667900,6909602,1,2018-12-06 06:18:21,2018-12-06 06:18:21,The Marvelous Mrs. Maisel,2
4,21667900,6909603,1,2018-12-06 10:46:04,2018-12-06 10:46:04,The Marvelous Mrs. Maisel,2
5,21667900,6909605,1,2018-12-06 16:31:17,2018-12-06 16:31:17,The Marvelous Mrs. Maisel,2
6,21667900,6909606,1,2018-12-07 05:38:44,2018-12-07 05:38:44,The Marvelous Mrs. Maisel,2
7,21667900,6909607,1,2018-12-07 06:39:21,2018-12-07 06:39:21,The Marvelous Mrs. Maisel,2
8,21667900,6909608,1,2018-12-07 10:02:57,2018-12-07 10:02:57,The Marvelous Mrs. Maisel,2
9,21667900,6909609,1,2018-12-07 11:00:20,2018-12-07 11:00:20,The Marvelous Mrs. Maisel,2
10,21667900,6909610,1,2018-12-07 16:26:52,2018-12-07 16:26:52,The Marvelous Mrs. Maisel,2
1,21667900,6933995,1,2019-07-04 16:18:46,2019-07-04 16:18:46,Stranger Things,3
2,21667900,6933996,1,2019-07-04 16:19:21,2019-07-04 16:19:21,Stranger Things,3
3,21667900,6933997,1,2019-07-05 10:41:34,2019-07-05 10:41:34,Stranger Things,3
4,21667900,6933998,1,2019-07-05 12:26:37,2019-07-05 12:26:37,Stranger Things,3
5,21667900,6934000,1,2019-07-05 16:16:39,2019-07-05 16:16:39,Stranger Things,3
6,21667900,6934001,1,2019-07-06 04:34:26,2019-07-06 04:34:26,Stranger Things,3
7,21667900,6934002,1,2019-07-06 05:38:13,2019-07-06 05:38:13,Stranger Things,3
8,21667900,6934003,1,2019-07-06 08:50:55,2019-07-06 08:50:55,Stranger Things,3
1,21667900,6937767,1,2019-06-08 08:36:00,2019-06-08 08:36:00,Russian Doll,1
11,21667900,6939920,1,2019-01-23 11:58:56,2019-01-23 11:58:56,This Is Us,3
12,21667900,6939922,1,2019-02-13 05:42:45,2019-02-13 05:42:45,This Is Us,3
10,21667900,6944526,1,2019-01-07 04:48:41,2019-01-07 04:48:41,Outlander,4
11,21667900,6944527,1,2019-01-17 10:45:40,2019-01-17 10:45:40,Outlander,4
12,21667900,6944528,1,2019-01-20 16:29:45,2019-01-20 16:29:45,Outlander,4
13,21667900,6944529,1,2019-01-28 05:36:19,2019-01-28 05:36:19,Outlander,4
16,21667900,6968885,1,2019-01-03 11:59:47,2019-01-03 11:59:47,Vikings,5
17,21667900,6968888,1,2019-01-10 11:52:09,2019-01-10 11:52:09,Vikings,5
19,21667900,6968894,1,2019-01-25 11:15:33,2019-01-25 11:15:33,Vikings,5
20,21667900,6968896,1,2019-02-01 12:32:26,2019-02-01 12:32:26,Vikings,5
1,21667900,6975016,1,2019-06-05 05:07:08,2019-06-05 05:07:08,Killing Eve,2
1,21667900,7036361,1,2019-06-06 18:22:49,2019-06-06 18:22:49,The Handmaid's Tale,3
2,21667900,7036363,1,2019-06-07 08:01:24,2019-06-07 08:01:24,The Handmaid's Tale,3
3,21667900,7036366,1,2019-06-07 08:51:47,2019-06-07 08:51:47,The Handmaid's Tale,3
4,21667900,7036371,1,2019-06-14 03:47:04,2019-06-14 03:47:04,The Handmaid's Tale,3
14,21667900,7043113,1,2019-03-06 13:37:41,2019-03-06 13:37:41,This Is Us,3
15,21667900,7043114,1,2019-03-17 17:50:18,2019-03-17 17:50:18,This Is Us,3
16,21667900,7043116,1,2019-04-12 13:14:43,2019-04-12 13:14:43,This Is Us,3
17,21667900,7043117,1,2019-05-27 05:58:56,2019-05-27 05:58:56,This Is Us,3
18,21667900,7043118,1,2019-05-27 12:08:31,2019-05-27 12:08:31,This Is Us,3
1,21667900,7059062,1,2019-07-02 16:36:41,2019-07-02 16:36:41,Euphoria (US),1
2,21667900,7062895,1,2019-06-06 02:30:53,2019-06-06 02:30:53,Killing Eve,2
1,21667900,7067815,1,2019-10-28 09:18:31,2019-10-28 09:18:31,Looking for Alaska,1
3,21667900,7077742,1,2019-06-06 04:44:38,2019-06-06 04:44:38,Killing Eve,2
1,21667900,7082952,1,2019-06-06 12:38:27,2019-06-06 12:38:27,Chernobyl,1
4,21667900,7098403,1,2019-06-06 06:32:54,2019-06-06 06:32:54,Killing Eve,2
55,21667900,7107505,1,2019-05-27 10:05:24,2019-05-27 10:05:24,Game of Thrones,0
1,21667900,7112024,1,2020-01-03 13:09:36,2020-01-03 13:09:36,Spinning Out,1
2,21667900,7112025,1,2020-01-03 13:10:13,2020-01-03 13:10:13,Spinning Out,1
3,21667900,7112026,1,2020-01-03 13:10:48,2020-01-03 13:10:48,Spinning Out,1
4,21667900,7112028,1,2020-01-03 13:11:07,2020-01-03 13:11:07,Spinning Out,1
5,21667900,7112029,1,2020-01-03 14:07:12,2020-01-03 14:07:12,Spinning Out,1
6,21667900,7112030,1,2020-01-03 17:19:13,2020-01-03 17:19:13,Spinning Out,1
7,21667900,7112031,1,2020-01-03 17:20:04,2020-01-03 17:20:04,Spinning Out,1
8,21667900,7112035,1,2020-01-04 13:34:11,2020-01-04 13:34:11,Spinning Out,1
9,21667900,7112037,1,2020-01-04 13:34:32,2020-01-04 13:34:32,Spinning Out,1
10,21667900,7112038,1,2020-01-04 13:34:55,2020-01-04 13:34:55,Spinning Out,1
4,21667900,7116984,1,2019-06-08 08:15:32,2019-06-08 08:15:32,Chernobyl,1
5,21667900,7116987,1,2019-06-09 11:56:29,2019-06-09 11:56:29,Chernobyl,1
1,21667900,7117386,1,2019-04-15 07:27:43,2019-04-15 07:27:43,Game of Thrones,8
2,21667900,7121401,1,2019-04-28 13:27:51,2019-04-28 13:27:51,Game of Thrones,8
3,21667900,7121402,1,2019-04-30 07:36:49,2019-04-30 07:36:49,Game of Thrones,8
4,21667900,7121403,1,2019-05-07 02:24:23,2019-05-07 02:24:23,Game of Thrones,8
5,21667900,7121404,1,2019-05-13 06:30:58,2019-05-13 06:30:58,Game of Thrones,8
6,21667900,7121405,1,2019-05-21 04:28:24,2019-05-21 04:28:24,Game of Thrones,8
5,21667900,7123644,1,2019-06-06 08:10:17,2019-06-06 08:10:17,Killing Eve,2
6,21667900,7123646,1,2019-06-06 08:52:44,2019-06-06 08:52:44,Killing Eve,2
7,21667900,7123648,1,2019-06-06 09:37:52,2019-06-06 09:37:52,Killing Eve,2
8,21667900,7123654,1,2019-06-06 11:18:51,2019-06-06 11:18:51,Killing Eve,2
1,21667900,7129613,1,2019-12-18 06:08:16,2019-12-18 06:08:16,The Loudest Voice,1
1,21667900,7133857,1,2019-11-13 05:18:30,2019-11-13 05:18:30,The Mandalorian,1
1,21667900,7135184,1,2019-06-10 12:05:04,2019-06-10 12:05:04,Big Little Lies,2
2,21667900,7191323,1,2019-07-03 10:29:02,2019-07-03 10:29:02,Euphoria (US),1
3,21667900,7191325,1,2019-07-03 11:28:53,2019-07-03 11:28:53,Euphoria (US),1
4,21667900,7191328,1,2019-07-09 10:50:35,2019-07-09 10:50:35,Euphoria (US),1
2,21667900,7219153,1,2019-06-17 03:52:34,2019-06-17 03:52:34,Big Little Lies,2
3,21667900,7219154,1,2019-06-24 04:00:05,2019-06-24 04:00:05,Big Little Lies,2
5,21667900,7221011,1,2019-12-19 10:56:36,2019-12-19 10:56:36,The Loudest Voice,1
4,21667900,7221012,1,2019-12-19 09:18:56,2019-12-19 09:18:56,The Loudest Voice,1
3,21667900,7221013,1,2019-12-18 06:09:06,2019-12-18 06:09:06,The Loudest Voice,1
2,21667900,7221014,1,2019-12-18 06:08:47,2019-12-18 06:08:47,The Loudest Voice,1
19,21667900,7222645,3,2020-08-18 16:38:40,2020-08-18 16:38:40,Demon Slayer: Kimetsu no Yaiba,1
3,21667900,7223774,1,2019-06-08 05:34:29,2019-06-08 05:34:29,Chernobyl,1
4,21667900,7223961,1,2019-07-01 10:23:13,2019-07-01 10:23:13,Big Little Lies,2
5,21667900,7228430,1,2019-07-08 15:54:00,2019-07-08 15:54:00,Big Little Lies,2
1,21667900,7240720,1,2019-09-25 10:40:32,2019-09-25 10:40:32,This Is Us,4
1,21667900,7288509,1,2019-09-17 04:59:53,2019-09-17 04:59:53,Unbelievable,1
4,21667900,7288522,1,2019-09-25 10:41:17,2019-09-25 10:41:17,Unbelievable,1
5,21667900,7288526,1,2019-09-25 10:41:33,2019-09-25 10:41:33,Unbelievable,1
6,21667900,7288530,1,2019-09-27 10:26:20,2019-09-27 10:26:20,Unbelievable,1
7,21667900,7288537,1,2019-09-27 10:26:18,2019-09-27 10:26:18,Unbelievable,1
8,21667900,7288543,1,2019-09-27 11:08:33,2019-09-27 11:08:33,Unbelievable,1
1,21667900,7291478,1,2019-12-24 16:31:06,2019-12-24 16:31:06,The Marvelous Mrs. Maisel,3
1,21667900,7293190,1,2019-12-11 06:33:11,2019-12-11 06:33:11,The Man in the High Castle,4
1,21667900,7319124,1,2019-11-22 09:37:47,2019-11-22 09:37:47,The Crown,3
1,21667900,7325436,1,2019-11-13 04:31:11,2019-11-13 04:31:11,Mrs. Fletcher,1
2,21667900,7337980,1,2019-10-02 06:23:45,2019-10-02 06:23:45,This Is Us,4
3,21667900,7337981,1,2019-10-11 04:54:26,2019-10-11 04:54:26,This Is Us,4
1,21667900,7344283,1,2019-10-23 11:48:15,2019-10-23 11:48:15,Watchmen,1
1,21667900,7347093,1,2020-04-20 11:34:54,2020-04-20 11:34:54,Tom Clancy's Jack Ryan,2
2,21667900,7347095,1,2020-04-20 16:14:34,2020-04-20 16:14:34,Tom Clancy's Jack Ryan,2
3,21667900,7347099,1,2020-04-21 06:16:36,2020-04-21 06:16:36,Tom Clancy's Jack Ryan,2
3,21667900,7352475,1,2019-10-28 11:02:15,2019-10-28 11:02:15,Looking for Alaska,1
2,21667900,7357130,1,2019-11-13 04:31:58,2019-11-13 04:31:58,Mrs. Fletcher,1
3,21667900,7357136,1,2019-11-13 04:32:51,2019-11-13 04:32:51,Mrs. Fletcher,1
2,21667900,7361557,1,2019-10-28 04:16:44,2019-10-28 04:16:44,Watchmen,1
3,21667900,7361558,1,2019-11-06 05:56:19,2019-11-06 05:56:19,Watchmen,1
4,21667900,7362279,1,2019-11-18 09:42:11,2019-11-18 09:42:11,Mrs. Fletcher,1
5,21667900,7362284,1,2019-11-25 10:40:02,2019-11-25 10:40:02,Mrs. Fletcher,1
6,21667900,7362289,1,2019-12-02 10:55:58,2019-12-02 10:55:58,Mrs. Fletcher,1
7,21667900,7362292,1,2019-12-10 05:58:36,2019-12-10 05:58:36,Mrs. Fletcher,1
2,21667900,7363291,3,2020-11-06 16:49:31,2020-11-06 16:49:31,Lucifer,5
4,21667900,7381097,1,2019-10-16 16:17:54,2019-10-16 16:17:54,This Is Us,4
1,21667900,7393627,1,2020-01-05 15:52:26,2020-01-05 15:52:26,Vikings,6
5,21667900,7394401,1,2019-10-23 09:11:51,2019-10-23 09:11:51,This Is Us,4
1,21667900,7395719,1,2019-11-06 05:57:33,2019-11-06 05:57:33,The End of the F***ing World,2
4,21667900,7398586,1,2019-11-12 09:34:12,2019-11-12 09:34:12,Watchmen,1
5,21667900,7398587,1,2019-11-18 09:42:39,2019-11-18 09:42:39,Watchmen,1
6,21667900,7398588,1,2019-11-26 10:08:07,2019-11-26 10:08:07,Watchmen,1
6,21667900,7402644,1,2019-10-30 04:55:35,2019-10-30 04:55:35,This Is Us,4
7,21667900,7402646,1,2019-11-07 08:40:09,2019-11-07 08:40:09,This Is Us,4
1,21667900,7408840,1,2020-01-16 16:42:01,2020-01-16 16:42:01,The Outsider (2020),1
2,21667900,7408842,1,2020-01-16 16:42:39,2020-01-16 16:42:39,The Outsider (2020),1
5,21667900,7410440,1,2019-12-30 01:25:31,2019-12-30 01:25:31,The Mandalorian,1
6,21667900,7410442,1,2019-12-30 14:08:44,2019-12-30 14:08:44,The Mandalorian,1
7,21667900,7410445,1,2019-12-30 16:10:28,2019-12-30 16:10:28,The Mandalorian,1
8,21667900,7410449,1,2019-12-30 16:54:44,2019-12-30 16:54:44,The Mandalorian,1
7,21667900,7422382,1,2019-12-05 12:23:22,2019-12-05 12:23:22,Watchmen,1
8,21667900,7422383,1,2019-12-09 06:20:59,2019-12-09 06:20:59,Watchmen,1
9,21667900,7422384,1,2019-12-16 14:39:34,2019-12-16 14:39:34,Watchmen,1
8,21667900,7424748,1,2019-11-14 03:41:52,2019-11-14 03:41:52,This Is Us,4
2,21667900,7427005,1,2019-11-12 09:36:13,2019-11-12 09:36:13,His Dark Materials,1
1,21667900,7428555,1,2019-12-20 12:03:41,2019-12-20 12:03:41,The Witcher,1
2,21667900,7428567,1,2019-12-20 13:07:50,2019-12-20 13:07:50,The Witcher,1
3,21667900,7428568,1,2019-12-21 06:03:38,2019-12-21 06:03:38,The Witcher,1
4,21667900,7428571,1,2019-12-21 06:04:07,2019-12-21 06:04:07,The Witcher,1
5,21667900,7428572,1,2019-12-21 10:01:49,2019-12-21 10:01:49,The Witcher,1
6,21667900,7428573,1,2019-12-21 12:02:16,2019-12-21 12:02:16,The Witcher,1
7,21667900,7428574,1,2019-12-21 17:06:25,2019-12-21 17:06:25,The Witcher,1
8,21667900,7428575,1,2019-12-21 17:06:21,2019-12-21 17:06:21,The Witcher,1
3,21667900,7432829,1,2019-11-19 10:52:40,2019-11-19 10:52:40,His Dark Materials,1
4,21667900,7432830,1,2019-11-26 05:49:23,2019-11-26 05:49:23,His Dark Materials,1
5,21667900,7432832,1,2019-12-04 11:56:06,2019-12-04 11:56:06,His Dark Materials,1
6,21667900,7432833,1,2019-12-10 07:02:14,2019-12-10 07:02:14,His Dark Materials,1
7,21667900,7432834,1,2019-12-18 06:07:15,2019-12-18 06:07:15,His Dark Materials,1
8,21667900,7432835,1,2019-12-23 06:33:52,2019-12-23 06:33:52,His Dark Materials,1
9,21667900,7435497,1,2019-11-25 10:38:56,2019-11-25 10:38:56,This Is Us,4
1,21667900,7441845,3,2022-02-14 05:06:14,2022-02-14 05:06:14,Virgin River,1
1,21667900,7446892,1,2019-12-26 12:03:33,2019-12-26 12:03:33,You,2
2,21667900,7447653,1,2019-12-27 10:33:36,2019-12-27 10:33:36,You,2
3,21667900,7447661,1,2019-12-27 10:33:35,2019-12-27 10:33:35,You,2
2,21667900,7447922,1,2019-11-22 10:30:05,2019-11-22 10:30:05,The Crown,3
3,21667900,7447924,1,2019-11-23 05:58:51,2019-11-23 05:58:51,The Crown,3
4,21667900,7447926,1,2019-11-23 06:00:07,2019-11-23 06:00:07,The Crown,3
5,21667900,7447927,1,2019-11-23 08:28:57,2019-11-23 08:28:57,The Crown,3
6,21667900,7447929,1,2019-11-23 09:42:30,2019-11-23 09:42:30,The Crown,3
7,21667900,7447930,1,2019-11-23 11:04:26,2019-11-23 11:04:26,The Crown,3
8,21667900,7447933,1,2019-11-25 10:41:02,2019-11-25 10:41:02,The Crown,3
9,21667900,7447935,1,2019-11-25 11:47:57,2019-11-25 11:47:57,The Crown,3
10,21667900,7447937,1,2019-11-25 13:00:28,2019-11-25 13:00:28,The Crown,3
5,21667900,7448019,1,2019-12-27 10:33:59,2019-12-27 10:33:59,You,2
6,21667900,7448020,1,2019-12-27 11:56:31,2019-12-27 11:56:31,You,2
7,21667900,7448021,1,2019-12-28 10:27:11,2019-12-28 10:27:11,You,2
8,21667900,7448022,1,2019-12-28 10:27:47,2019-12-28 10:27:47,You,2
9,21667900,7448023,1,2019-12-28 11:12:47,2019-12-28 11:12:47,You,2
10,21667900,7448024,1,2019-12-28 12:05:56,2019-12-28 12:05:56,You,2
2,21667900,7453308,1,2019-12-25 10:14:29,2019-12-25 10:14:29,The Marvelous Mrs. Maisel,3
8,21667900,7459171,3,2020-11-07 10:18:07,2020-11-07 10:18:07,Lucifer,5
10,21667900,7459925,1,2020-01-15 09:28:36,2020-01-15 09:28:36,This Is Us,4
2,21667900,7465726,1,2019-12-11 16:23:59,2019-12-11 16:23:59,The Man in the High Castle,4
3,21667900,7465728,1,2019-12-12 06:26:16,2019-12-12 06:26:16,The Man in the High Castle,4
4,21667900,7465731,1,2019-12-12 16:00:48,2019-12-12 16:00:48,The Man in the High Castle,4
5,21667900,7465734,1,2019-12-18 16:22:10,2019-12-18 16:22:10,The Man in the High Castle,4
6,21667900,7465735,1,2019-12-22 05:53:17,2019-12-22 05:53:17,The Man in the High Castle,4
7,21667900,7465736,1,2019-12-22 09:45:45,2019-12-22 09:45:45,The Man in the High Castle,4
9,21667900,7465738,1,2019-12-23 12:47:45,2019-12-23 12:47:45,The Man in the High Castle,4
10,21667900,7465741,1,2019-12-23 13:52:13,2019-12-23 13:52:13,The Man in the High Castle,4
1,21667900,7479250,1,2020-04-22 11:23:31,2020-04-22 11:23:31,My Brilliant Friend,2
16,21667900,7483410,1,2022-06-30 19:44:04,2022-06-30 19:44:04,Crash Landing on You,1
1,21667900,7493294,1,2020-04-18 05:14:39,2020-04-18 05:14:39,Little Fires Everywhere,1
11,21667900,7509621,1,2020-01-22 11:36:41,2020-01-22 11:36:41,This Is Us,4
12,21667900,7509624,1,2020-01-29 10:24:57,2020-01-29 10:24:57,This Is Us,4
13,21667900,7509625,1,2020-02-12 08:24:25,2020-02-12 08:24:25,This Is Us,4
1,21667900,7529885,1,2020-03-29 11:33:57,2020-03-29 11:33:57,Ozark,3
1,21667900,7531684,1,2020-04-18 16:12:32,2020-04-18 16:12:32,Mrs. America,1
1,21667900,7537283,1,2020-03-25 16:27:27,2020-03-25 16:27:27,Westworld,3
4,21667900,7552112,4,2021-12-05 07:46:21,2021-12-05 07:46:21,The Wheel of Time,1
1,21667900,7553440,3,2020-08-05 16:24:54,2020-08-05 16:24:54,Unorthodox,1
14,21667900,7556901,1,2020-02-20 02:18:19,2020-02-20 02:18:19,This Is Us,4
15,21667900,7556909,1,2020-02-26 10:32:53,2020-02-26 10:32:53,This Is Us,4
13,21667900,7575084,4,2021-05-28 13:19:17,2021-05-28 13:19:17,Lucifer,5
2,21667900,7578994,1,2020-03-26 10:03:27,2020-03-26 10:03:27,Westworld,3
3,21667900,7578995,1,2020-03-30 05:12:56,2020-03-30 05:12:56,Westworld,3
4,21667900,7578996,1,2020-04-06 06:07:13,2020-04-06 06:07:13,Westworld,3
5,21667900,7578999,1,2020-04-14 10:08:27,2020-04-14 10:08:27,Westworld,3
6,21667900,7579000,1,2020-04-20 04:23:49,2020-04-20 04:23:49,Westworld,3
7,21667900,7579002,1,2020-04-27 09:13:45,2020-04-27 09:13:45,Westworld,3
8,21667900,7579004,1,2020-05-06 08:08:19,2020-05-06 08:08:19,Westworld,3
1,21667900,7591103,1,2020-04-14 11:00:14,2020-04-14 11:00:14,Killing Eve,3
16,21667900,7597566,1,2020-03-11 12:39:00,2020-03-11 12:39:00,This Is Us,4
17,21667900,7597569,1,2020-03-18 06:03:47,2020-03-18 06:03:47,This Is Us,4
18,21667900,7597570,1,2020-03-25 06:25:10,2020-03-25 06:25:10,This Is Us,4
1,21667900,7611871,1,2020-04-04 16:27:48,2020-04-04 16:27:48,Tales from the Loop,1
2,21667900,7611874,1,2020-04-04 16:28:14,2020-04-04 16:28:14,Tales from the Loop,1
3,21667900,7611876,1,2020-04-05 05:58:35,2020-04-05 05:58:35,Tales from the Loop,1
4,21667900,7611877,1,2020-04-05 08:46:50,2020-04-05 08:46:50,Tales from the Loop,1
5,21667900,7611878,1,2020-04-05 10:22:52,2020-04-05 10:22:52,Tales from the Loop,1
6,21667900,7611880,1,2020-04-06 08:40:19,2020-04-06 08:40:19,Tales from the Loop,1
2,21667900,7614190,1,2020-04-18 05:15:44,2020-04-18 05:15:44,Little Fires Everywhere,1
7,21667900,7614191,1,2020-04-18 12:30:23,2020-04-18 12:30:23,Little Fires Everywhere,1
6,21667900,7614193,1,2020-04-18 11:23:16,2020-04-18 11:23:16,Little Fires Everywhere,1
3,21667900,7614195,1,2020-04-18 06:18:18,2020-04-18 06:18:18,Little Fires Everywhere,1
5,21667900,7614197,1,2020-04-18 09:51:04,2020-04-18 09:51:04,Little Fires Everywhere,1
4,21667900,7614198,1,2020-04-18 08:37:00,2020-04-18 08:37:00,Little Fires Everywhere,1
9,21667900,7620104,1,2020-04-02 06:41:12,2020-04-02 06:41:12,Ozark,3
10,21667900,7620105,1,2020-04-03 12:22:33,2020-04-03 12:22:33,Ozark,3
1,21667900,7645408,1,2020-04-27 05:50:49,2020-04-27 05:50:49,The Last Kingdom,4
2,21667900,7656407,1,2020-04-27 10:17:56,2020-04-27 10:17:56,The Last Kingdom,4
10,21667900,7658043,1,2020-04-03 12:22:02,2020-04-03 12:22:02,Money Heist,2
12,21667900,7658045,1,2020-04-04 05:39:59,2020-04-04 05:39:59,Money Heist,2
13,21667900,7658047,1,2020-04-04 06:24:39,2020-04-04 06:24:39,Money Heist,2
2,21667900,7673417,1,2020-04-21 05:01:26,2020-04-21 05:01:26,Killing Eve,3
3,21667900,7673418,1,2020-04-29 12:38:22,2020-04-29 12:38:22,Killing Eve,3
0,21667900,7681207,1,2020-04-22 11:22:21,2020-04-22 11:22:21,Little Fires Everywhere,1
5,21667900,7812920,3,2020-09-18 05:12:20,2020-09-18 05:12:20,The Boys,2
4,21667900,7877067,3,2020-11-19 09:30:03,2020-11-19 09:30:03,The Undoing,1
2,21667900,7896631,4,2020-11-15 10:56:12,2020-11-15 10:56:12,The Crown,4
3,21667900,7896632,4,2020-11-15 11:36:57,2020-11-15 11:36:57,The Crown,4
4,21667900,7896633,4,2020-11-16 01:47:51,2020-11-16 01:47:51,The Crown,4
8,21667900,7896637,4,2020-11-17 06:00:26,2020-11-17 06:00:26,The Crown,4
9,21667900,7896638,4,2020-11-17 09:27:55,2020-11-17 09:27:55,The Crown,4
10,21667900,7896640,4,2020-11-17 09:29:59,2020-11-17 09:29:59,The Crown,4
1,21667900,7896976,3,2020-10-08 06:30:38,2020-10-08 06:30:38,Bad Boy Billionaires: India,1
1,21667900,7905328,3,2020-10-28 17:18:11,2020-10-28 17:18:11,This Is Us,5
2,21667900,7905559,3,2020-10-28 17:19:00,2020-10-28 17:19:00,This Is Us,5
2,21667900,7977905,3,2020-10-08 09:02:14,2020-10-08 09:02:14,Bad Boy Billionaires: India,1
3,21667900,7977909,3,2020-10-08 10:07:12,2020-10-08 10:07:12,Bad Boy Billionaires: India,1
3,21667900,7992608,3,2020-11-11 08:14:49,2020-11-11 08:14:49,This Is Us,5
3,21667900,7993541,3,2020-11-19 06:41:46,2020-11-19 06:41:46,The Mandalorian,2
5,21667900,7993544,1,2020-12-02 04:28:39,2020-12-02 04:28:39,The Mandalorian,2
6,21667900,7993545,3,2020-12-09 03:45:52,2020-12-09 03:45:52,The Mandalorian,2
8,21667900,7995063,4,2021-01-20 06:36:24,2021-01-20 06:36:24,Bridgerton,1
4,21667900,8022000,3,2020-11-19 05:15:44,2020-11-19 05:15:44,This Is Us,5
2,21667900,8043108,4,2021-02-07 12:26:44,2021-02-07 12:26:44,WandaVision,1
4,21667900,8043110,4,2021-02-08 05:49:47,2021-02-08 05:49:47,WandaVision,1
5,21667900,8043111,4,2021-02-08 05:50:55,2021-02-08 05:50:55,WandaVision,1
6,21667900,8043112,4,2021-02-15 07:20:36,2021-02-15 07:20:36,WandaVision,1
7,21667900,8105217,4,2021-02-20 06:38:37,2021-02-20 06:38:37,WandaVision,1
8,21667900,8105218,4,2021-02-27 05:36:18,2021-02-27 05:36:18,WandaVision,1
9,21667900,8120638,4,2021-03-05 13:02:02,2021-03-05 13:02:02,WandaVision,1
3,21667900,8126418,4,2021-09-10 10:08:39,2021-09-10 10:08:39,Lucifer,6
4,21667900,8159092,1,2024-03-24 22:33:04,2024-03-24 22:33:04,Vincenzo,1
9,21667900,8212911,4,2021-02-24 11:22:19,2021-02-24 11:22:19,This Is Us,5
10,21667900,8214191,3,2021-03-17 12:52:10,2021-03-17 12:52:10,This Is Us,5
2,21667900,8238358,3,2021-03-27 11:40:07,2021-03-27 11:40:07,The Falcon and The Winter Soldier,1
3,21667900,8238359,4,2021-04-04 03:40:54,2021-04-04 03:40:54,The Falcon and The Winter Soldier,1
4,21667900,8238360,4,2021-04-11 16:38:52,2021-04-11 16:38:52,The Falcon and The Winter Soldier,1
5,21667900,8238361,4,2021-04-19 13:01:53,2021-04-19 13:01:53,The Falcon and The Winter Soldier,1
6,21667900,8238362,4,2021-04-23 10:49:06,2021-04-23 10:49:06,The Falcon and The Winter Soldier,1
12,21667900,8293533,4,2021-04-08 15:48:44,2021-04-08 15:48:44,This Is Us,5
7,21667900,8371186,4,2021-06-02 10:04:14,2021-06-02 10:04:14,Mare of Easttown,1
8,21667900,8640506,1,2022-07-24 21:01:05,2022-07-24 21:01:05,My Name,1
5,21667900,8697564,3,2022-02-06 12:38:52,2022-02-06 12:38:52,This Is Us,6
7,21667900,8825812,1,2022-06-05 17:08:40,2022-06-05 17:08:40,Stranger Things,4
1,21667900,9297694,1,2023-04-23 20:54:35,2023-04-23 20:54:35,Succession,4
