season_number,episode_number,episode_id,user_id,uuid,vote_key,series_name
3,4,4591568,21667900,497e089b-de3d-4a6f-9419-bded7a46044a,4591568-21667900-29,Homeland
1,5,4592332,21667900,97754722-f2b9-4e1f-aff0-40ea2c1776f7,4592332-21667900-20,True Detective
1,1,4596698,21667900,7f480359-d28f-49dc-98e5-baef910ae104,4596698-21667900-3,Quarry
3,5,4597331,21667900,9238485e-319c-46a1-bad2-fa8cebbb0c41,4597331-21667900-29,Homeland
3,6,4611506,21667900,e220435b-9189-4483-8406-291644019a51,4611506-21667900-29,Homeland
3,7,4611507,21667900,4f2e5ea2-a164-438b-adbe-befec14fb95a,4611507-21667900-29,Homeland
3,9,4663898,21667900,efbad835-eed2-4236-a154-bab7d867814b,4663898-21667900-3,Homeland
3,10,4663899,21667900,a36e581c-8d9e-477c-bf63-b4cd2b6d4005,4663899-21667900-3,Homeland
3,12,4675716,21667900,fd942d1b-19d0-4b68-92fc-ff596a14ca20,4675716-21667900-3,Homeland
1,2,4808528,21667900,7a45d429-a43f-4055-abda-4c461ee21f37,4808528-21667900-29,Fargo
1,5,4808531,21667900,d20c388a-5a44-4386-98f9-cc2bfbfe4b94,4808531-21667900-29,Fargo
1,6,4808533,21667900,6e0926fb-5b35-408f-b156-26c9b25ac7d0,4808533-21667900-3,Fargo
1,7,4808534,21667900,fd53244d-d87f-4c99-8ca3-958d43ec31f6,4808534-21667900-3,Fargo
1,9,4808536,21667900,6c2345a6-66a5-4810-b715-2f740be03c23,4808536-21667900-3,Fargo
1,1,4823565,21667900,7d8e757b-76e8-4e2e-a5dd-0a74b24b06c8,4823565-21667900-29,Olive Kitteridge
1,1,4823565,21667900,7d8e757b-76e8-4e2e-a5dd-0a74b24b06c8,4823565-21667900-5,Olive Kitteridge
1,2,4823566,21667900,0f6a9ad9-400c-4aad-a24b-4777f683269b,4823566-21667900-5,Olive Kitteridge
1,2,4823566,21667900,0f6a9ad9-400c-4aad-a24b-4777f683269b,4823566-21667900-29,Olive Kitteridge
1,3,4823567,21667900,090a2604-5ed1-49de-ae88-b0245ee44789,4823567-21667900-29,Olive Kitteridge
1,3,4823567,21667900,090a2604-5ed1-49de-ae88-b0245ee44789,4823567-21667900-5,Olive Kitteridge
1,4,4823568,21667900,92a1886d-4b74-466f-a4c3-a6d713d8f836,4823568-21667900-5,Olive Kitteridge
1,4,4823568,21667900,92a1886d-4b74-466f-a4c3-a6d713d8f836,4823568-21667900-29,Olive Kitteridge
1,1,4825726,21667900,dfc1a18f-281d-4202-86e2-0913a8548138,4825726-21667900-29,Blue Spring Ride
1,1,4853144,21667900,5577ffd5-c4c8-481d-9887-2524d0507d5b,4853144-21667900-19,Poldark (2015)
1,2,4853145,21667900,af63b78a-0475-42dc-997b-38a58d4f8688,4853145-21667900-19,Poldark (2015)
1,3,4853146,21667900,1ada80d8-d48d-4596-bc6f-1f88f220f87c,4853146-21667900-19,Poldark (2015)
1,3,4853146,21667900,1ada80d8-d48d-4596-bc6f-1f88f220f87c,4853146-21667900-20,Poldark (2015)
1,5,4853148,21667900,dc862832-1ee2-4f82-a9a7-7b9dd73fbebc,4853148-21667900-19,Poldark (2015)
1,6,4853149,21667900,07586a47-f712-42e2-be39-be32a1683833,4853149-21667900-19,Poldark (2015)
1,7,4853150,21667900,44db7bef-6d72-4348-a3e4-58017310872d,4853150-21667900-20,Poldark (2015)
1,8,4853151,21667900,dd516992-7283-40e1-ba71-2f0010e58602,4853151-21667900-20,Poldark (2015)
1,3,4854797,21667900,f1dfeec3-543c-41be-922e-b4fd4fa526d3,4854797-21667900-19,The Leftovers
1,1,4866622,21667900,75454d95-3a3b-4626-84c3-96614f7802d6,4866622-21667900-29,The Knick
1,2,4930433,21667900,9abfd164-7417-4c68-964b-de0689110a52,4930433-21667900-29,The Knick
1,3,4930434,21667900,94c6f843-4b4f-48e5-b59b-8fd5d382ee9d,4930434-21667900-29,The Knick
1,6,4930437,21667900,771faae7-e586-4f16-8cfc-4f50122cbbb2,4930437-21667900-3,The Knick
1,7,4930438,21667900,dc1b469b-f412-46b4-968a-1c96ce0f4d53,4930438-21667900-3,The Knick
1,8,4930439,21667900,0418ede8-bf66-48a6-ba33-c6cd1257739d,4930439-21667900-29,The Knick
1,9,4930440,21667900,dcd6725b-f02e-4e72-aaca-3a9079436c03,4930440-21667900-29,The Knick
1,10,4930441,21667900,edb48930-d8c4-41d6-8062-932c58715609,4930441-21667900-3,The Knick
1,8,5028306,21667900,c9fbac6a-8fef-4bf0-9099-1adc7070e100,5028306-21667900-3,The Seven Deadly Sins
1,3,5054193,21667900,5af4aece-1f8d-411b-a5a4-bd2f26aa80cc,5054193-21667900-3,Better Call Saul
1,3,5054193,21667900,5af4aece-1f8d-411b-a5a4-bd2f26aa80cc,5054193-21667900-29,Better Call Saul
1,3,5097575,21667900,e8957a9c-9bed-4a1f-ab40-ebd5bbe1aa81,5097575-21667900-3,Assassination Classroom
1,4,5114293,21667900,4ce90d09-3155-4798-8f70-216a696a3821,5114293-21667900-3,Better Call Saul
2,1,5300871,21667900,2a49bcfa-785d-4a86-9096-33c7152a6567,5300871-21667900-3,Fargo
