user_id,device_token,created_at,app_version,parse_installation_id,version_code,fcm_registration_token,id,device,updated_at
21667900,07C49CDFF6E233E06040786E934B1BD51985E20CFC5FFAFAF5AEF8B15F23229B,2025-03-21 18:23:44,10.7.2,,2025031001,flVQvlfK8EssoVyN0keS65:APA91bFex2Xz8Vtxwg2tc31awqRq-UbJ1f6NXWC7RIAMO-Rtm0sQW1CrRB7yGL8jm7ZzaA830Fy0BrSbved9t9egXlgFLVKENVouaLO6R1XC2DONVjAHTRA,75006240,iPhone,2025-03-21 18:23:44
21667900,ejfu5HrERgipdirrnedHpa:APA91bHRpPkM2xjdkBF7Sxj7x0lzmd8k9YcuGjCkLNn6kG_AizlJozlMArzj7wyEN2dqBDY-KmVQsURQXnigncnB7vBDJ5xSD2LZt-H_DdcW6oMsuX3U8ztRtUlqG1sc0GQlcUE9dqHc,2022-04-24 02:25:38,8.41.0-202203300,,2022033001,ejfu5HrERgipdirrnedHpa:APA91bHRpPkM2xjdkBF7Sxj7x0lzmd8k9YcuGjCkLNn6kG_AizlJozlMArzj7wyEN2dqBDY-KmVQsURQXnigncnB7vBDJ5xSD2LZt-H_DdcW6oMsuX3U8ztRtUlqG1sc0GQlcUE9dqHc,52290019,Android,2022-04-24 02:25:38
