folder_id,archived,created_at,diffusion,updated_at,active,notification_type,notification_offset,tv_show_name,user_id,tv_show_id
,0,2020-07-29 08:37:58,original,2020-07-29 08:37:58,1,2,1440,Crashing,21667900,305177
,0,2018-11-01 04:56:21,original,2018-11-01 04:56:21,1,2,1440,Slasher,21667900,305194
,0,2018-06-26 14:38:06,original,2018-06-26 14:38:06,1,2,1440,Stranger Things,21667900,305288
,0,2022-08-10 12:44:24,original,2022-08-10 12:44:24,1,2,1440,Descendants of the Sun,21667900,305327
,0,2018-08-06 08:11:41,original,2018-08-06 08:11:41,1,2,1440,Love,21667900,305378
,0,2018-06-26 14:43:50,original,2018-06-26 14:43:50,1,2,1440,The Crown,21667900,305574
,0,2018-10-20 11:52:32,original,2018-10-20 11:52:32,1,2,1440,Wynonna Earp,21667900,305582
,0,2018-06-26 14:57:39,original,2018-06-26 14:57:39,1,2,1440,Big Little Lies,21667900,305719
,0,2018-06-26 16:54:57,original,2018-06-26 16:54:57,1,2,1440,A Series of Unfortunate Events,21667900,306304
,0,2018-07-17 16:20:01,original,2018-07-17 16:20:01,1,2,1440,Thirteen,21667900,307636
,0,2018-09-19 14:05:57,original,2018-09-19 14:05:57,1,2,1440,Orange,21667900,307868
,0,2018-08-01 09:05:49,original,2018-08-01 09:05:49,1,2,1440,The Living and the Dead,21667900,308509
,0,2019-04-12 16:24:57,original,2019-04-12 16:24:57,1,2,1440,The Story of God with Morgan Freeman,21667900,308585
,0,2018-08-01 09:04:35,original,2018-08-01 09:04:35,1,2,1440,American Gothic (2016),21667900,309053
,0,2018-11-12 05:44:09,original,2018-11-12 05:44:09,1,2,1440,You Me Her,21667900,309130
,0,2018-07-16 11:25:33,original,2018-07-16 11:25:33,1,2,1440,Guilt (2016),21667900,309990
,0,2018-07-16 11:24:43,original,2018-07-16 11:24:43,1,2,1440,Dead of Summer,21667900,309992
,0,2018-06-27 07:16:17,original,2018-06-27 07:16:17,1,2,1440,The Night Of,21667900,310516
,0,2018-10-01 08:22:17,original,2018-10-01 08:22:17,1,2,1440,StartUp,21667900,310614
,0,2018-07-07 16:42:07,original,2018-07-07 16:42:07,1,2,1440,The Good Place,21667900,311711
,0,2018-08-12 08:12:47,original,2018-08-12 08:12:47,1,2,1440,Timeless (2016),21667900,311713
,0,2018-06-26 14:55:31,original,2018-06-26 14:55:31,1,2,1440,This Is Us,21667900,311714
,0,2018-11-11 05:34:43,original,2018-11-11 05:34:43,1,2,1440,Shooter,21667900,311900
,0,2018-07-08 07:46:25,original,2018-07-08 07:46:25,1,2,1440,Man with a Plan,21667900,311946
,0,2018-08-03 03:02:44,original,2019-10-30 06:45:21,0,2,1440,Riverdale,21667900,311954
,0,2018-07-24 13:17:17,original,2018-07-24 13:17:17,1,2,1440,Gilmore Girls: A Year in the Life,21667900,311987
,0,2018-06-26 16:51:49,original,2018-06-26 16:51:49,1,2,1440,Medici,21667900,313024
,1,2018-06-26 18:02:24,original,2019-12-12 06:26:59,1,2,1440,Better Things,21667900,313270
,0,2018-09-29 08:53:56,original,2018-09-29 08:53:56,1,2,1440,Z: The Beginning of Everything,21667900,313880
,0,2018-10-30 09:25:07,original,2018-10-30 09:25:07,1,2,1440,The Young Pope,21667900,313969
,0,2018-08-05 13:52:42,original,2018-08-05 13:52:42,1,2,1440,High Maintenance (2016),21667900,314324
,0,2018-07-25 11:49:24,original,2018-07-25 11:49:24,1,2,1440,The Collection,21667900,314374
,0,2018-06-26 14:44:12,original,2018-06-26 14:44:12,1,2,1440,Travelers (2016),21667900,314544
,0,2018-06-26 18:02:35,original,2018-06-26 18:02:35,1,2,1440,Divorce (2016),21667900,314599
,0,2018-11-10 16:28:31,original,2018-11-10 16:28:31,1,2,1440,Fleabag,21667900,314614
,0,2018-08-15 08:53:05,original,2018-08-15 08:53:05,1,2,1440,Insecure,21667900,314986
,0,2018-09-27 16:21:52,original,2018-09-27 16:21:52,1,2,1440,Channel Zero,21667900,315178
,0,2018-11-02 12:43:39,original,2018-11-02 12:43:39,1,2,1440,The Last Tycoon,21667900,315364
,0,2018-06-26 14:53:00,original,2018-06-26 14:53:00,1,2,1440,Eyewitness,21667900,315460
,0,2022-05-19 21:40:42,original,2022-05-19 21:40:42,1,2,1440,Kim's Convenience,21667900,315908
,0,2018-12-02 05:46:41,original,2018-12-02 05:46:41,1,2,1440,Mars (2016),21667900,316345
,0,2018-12-05 14:58:39,original,2018-12-05 14:58:39,1,2,1440,Goblin,21667900,317220
,0,2018-06-27 07:16:58,original,2018-06-27 07:16:58,1,2,1440,The Deuce,21667900,317728
,0,2018-09-22 04:47:04,original,2018-09-22 04:47:04,1,2,1440,Captive,21667900,317928
,0,2018-08-06 08:11:24,original,2018-08-06 08:11:24,1,2,1440,Marvel's Iron Fist,21667900,317953
,0,2018-07-24 13:20:54,original,2019-06-26 13:22:20,0,2,1440,Beyond,21667900,318106
,0,2018-11-07 05:39:46,original,2018-11-07 05:39:46,1,2,1440,Queen of Shadows,21667900,318209
,0,2018-10-08 07:29:30,original,2018-10-08 07:29:30,1,2,1440,White Nights,21667900,318666
,0,2020-08-19 08:26:47,original,2020-08-19 08:26:47,1,2,1440,Scum's Wish,21667900,318895
,0,2018-10-01 08:22:34,original,2018-10-01 08:22:34,1,2,1440,Strike,21667900,319742
,0,2018-07-09 09:16:08,original,2018-07-09 09:16:08,1,2,1440,Harlots,21667900,319861
,0,2020-04-27 11:08:10,original,2020-04-27 11:08:10,1,2,1440,Little Things,21667900,319895
,0,2018-07-24 13:20:23,original,2018-07-24 13:20:23,1,2,1440,Santa Clarita Diet,21667900,320450
,0,2020-08-31 05:49:05,original,2020-08-31 05:49:05,1,2,1440,Legion,21667900,320724
,0,2018-07-16 11:24:15,original,2018-07-16 11:24:15,1,2,1440,Confess,21667900,320874
,0,2018-06-26 14:39:16,original,2018-06-26 14:39:16,1,2,1440,The OA,21667900,321060
,0,2018-06-26 14:38:06,original,2018-06-26 14:38:06,1,2,1440,The Handmaid's Tale,21667900,321239
,0,2018-10-05 05:17:56,original,2018-10-05 05:17:56,1,2,1440,Ultimate Beastmaster,21667900,321372
,0,2018-11-07 05:41:42,original,2018-11-07 05:41:42,1,2,1440,Jamestown,21667900,322134
,0,2018-07-27 10:49:55,original,2018-07-27 10:49:55,1,2,1440,The Terror,21667900,322191
,0,2018-07-17 16:19:39,original,2018-07-17 16:19:39,1,2,1440,The White Princess,21667900,322212
,0,2018-07-16 10:27:59,original,2018-07-16 10:27:59,1,2,1440,Feud,21667900,322466
,0,2018-10-01 16:19:45,original,2018-10-01 16:19:45,1,2,1440,The Mantis,21667900,322885
,0,2018-10-08 07:30:06,original,2018-10-08 07:30:06,1,2,1440,Abstract: The Art of Design,21667900,322890
,0,2018-07-07 16:40:56,original,2018-07-07 16:40:56,1,2,1440,Anne with an E,21667900,322971
,0,2018-06-26 14:38:06,original,2018-06-26 14:38:06,1,2,1440,13 Reasons Why,21667900,323168
,0,2018-10-01 16:20:45,original,2018-10-01 16:20:45,1,2,1440,Babylon Berlin,21667900,323945
,0,2018-11-21 08:24:06,original,2018-11-21 08:24:06,1,2,1440,Clique,21667900,324488
,0,2018-10-08 07:28:33,original,2018-10-08 07:28:33,1,2,1440,Stranger (2017),21667900,324596
,0,2018-08-19 04:56:59,original,2018-08-19 04:56:59,1,2,1440,Kiss Me First,21667900,324916
,0,2018-09-29 08:56:18,original,2018-09-29 08:56:18,1,2,1440,Salvation,21667900,325517
,0,2018-09-23 09:34:19,original,2018-09-23 09:34:19,1,2,1440,Manhunt (2017),21667900,326288
,0,2018-06-26 17:10:12,original,2018-06-26 17:10:12,1,2,1440,Marvel's The Defenders,21667900,326490
,0,2018-07-17 16:18:34,original,2018-07-17 16:18:34,1,2,1440,Riviera,21667900,326559
,0,2018-07-16 16:16:35,original,2018-07-16 16:16:35,1,2,1440,The Marvelous Mrs. Maisel,21667900,326791
,0,2018-06-27 12:33:12,original,2018-06-27 12:33:12,1,2,1440,The Sinner,21667900,326866
,0,2018-07-17 16:19:21,original,2018-07-17 16:19:24,0,2,1440,The Mist,21667900,326887
,0,2018-09-29 08:53:11,original,2018-09-29 08:53:11,1,2,1440,Somewhere Between,21667900,326987
,0,2018-10-05 08:00:04,original,2018-10-05 08:00:04,1,2,1440,Suburra: Blood on Rome,21667900,327138
,0,2018-09-27 16:21:17,original,2018-09-27 16:21:17,1,2,1440,The Keepers,21667900,327175
,0,2021-03-01 11:48:13,original,2021-03-01 11:48:13,1,2,1440,Better Than Us,21667900,327325
,0,2018-06-27 07:14:48,original,2018-06-27 07:14:48,1,2,1440,Money Heist,21667900,327417
,0,2018-07-16 11:25:41,original,2018-07-16 11:25:41,1,2,1440,Gypsy,21667900,328292
,0,2018-10-05 07:59:46,original,2018-10-05 07:59:46,1,2,1440,Happy!,21667900,328361
,0,2018-10-03 16:10:02,original,2018-10-03 16:10:02,1,2,1440,The Gifted,21667900,328552
,0,2018-10-23 14:40:33,original,2018-10-23 14:40:33,1,2,1440,The Resident,21667900,328569
,0,2018-06-26 17:27:29,original,2018-06-26 17:27:29,1,2,1440,Krypton,21667900,328599
,0,2018-07-16 11:27:48,original,2018-07-16 11:27:48,1,2,1440,The Crossing,21667900,328631
,0,2018-10-04 05:29:22,original,2018-10-04 05:29:22,1,2,1440,The Good Doctor,21667900,328634
,0,2018-08-12 11:30:16,original,2018-08-12 11:30:16,1,2,1440,The Alienist,21667900,328690
,0,2018-06-26 14:43:59,original,2018-06-26 14:43:59,1,2,1440,MINDHUNTER,21667900,328708
,0,2020-08-04 06:51:30,original,2020-08-04 06:51:30,1,2,1440,A Silent Voice,21667900,328719
,0,2018-07-03 16:40:21,original,2018-07-03 16:40:21,1,2,1440,Young Sheldon,21667900,328724
,0,2018-07-24 13:19:58,original,2018-07-24 13:19:58,1,2,1440,Dynasty (2017),21667900,328749
,0,2018-07-17 16:17:53,original,2018-07-17 16:17:53,1,2,1440,Life Sentence,21667900,328756
,0,2018-10-05 08:00:48,original,2018-10-05 08:00:48,1,2,1440,Castlevania,21667900,329065
,0,2018-06-26 15:03:45,original,2018-06-26 15:03:45,1,2,1440,Ozark,21667900,329089
,0,2018-11-12 05:43:35,original,2018-11-12 05:43:35,1,2,1440,The Forest,21667900,329204
,0,2018-07-16 16:15:17,original,2018-07-16 16:15:17,1,2,1440,Fearless (2017),21667900,329353
,0,2018-06-29 02:53:41,original,2018-06-29 02:53:41,1,2,1440,Alias Grace,21667900,329586
,1,2020-09-23 13:07:37,original,2020-10-24 07:26:21,1,2,1440,Violet Evergarden,21667900,330139
,0,2018-06-27 12:32:54,original,2018-06-27 12:32:54,1,2,1440,Atypical,21667900,330374
,0,2018-07-16 16:17:18,original,2018-07-16 16:17:18,1,2,1440,Absentia,21667900,330500
,0,2018-07-22 05:37:44,original,2018-12-05 15:00:11,1,2,1440,Castle Rock,21667900,331600
,0,2018-07-16 11:28:44,original,2018-07-16 11:28:44,1,2,1440,Morocco: Love in Times of War,21667900,331722
,0,2018-08-06 08:11:26,original,2018-08-06 08:11:26,1,2,1440,Marvel's The Punisher,21667900,331980
,0,2018-07-24 13:20:12,original,2018-07-24 13:20:12,1,2,1440,Marvel's Runaways,21667900,332027
,0,2020-08-22 09:49:16,original,2020-08-22 09:49:16,1,2,1440,Your name,21667900,332271
,0,2018-06-26 14:42:50,original,2018-06-26 14:42:50,1,2,1440,Altered Carbon,21667900,332331
,0,2018-11-26 12:20:17,original,2018-11-26 12:20:17,1,2,1440,Liar,21667900,332577
,0,2018-12-15 05:44:40,original,2018-12-15 05:44:40,1,2,1440,American Vandal,21667900,332828
,0,2019-04-15 11:53:34,original,2019-04-15 11:53:34,1,2,1440,Barry,21667900,333072
,0,2018-11-28 14:19:07,original,2018-11-28 14:19:07,1,2,1440,The Story of Diana,21667900,333114
,0,2018-11-14 11:04:07,original,2018-11-14 11:04:07,1,2,1440,Oasis,21667900,333672
,0,2018-06-26 14:44:21,original,2018-06-26 14:44:21,1,2,1440,Godless,21667900,333801
,0,2018-07-24 13:21:46,original,2018-07-24 13:21:46,1,2,1440,Gunpowder,21667900,334069
,0,2018-08-06 08:11:50,original,2018-08-06 08:11:50,1,2,1440,Greenhouse Academy,21667900,334366
,0,2018-11-07 05:39:21,original,2018-11-07 05:39:21,1,2,1440,Howards End,21667900,334451
,0,2018-11-01 11:39:34,original,2018-11-01 11:39:34,1,2,1440,The Confession Tapes,21667900,334680
,0,2018-06-26 17:26:29,original,2018-06-26 17:26:29,1,2,1440,Dark,21667900,334824
,0,2022-08-10 12:43:13,original,2022-08-10 12:43:13,1,2,1440,Just Between Lovers,21667900,335825
,1,2020-07-22 07:38:51,original,2021-05-19 09:30:21,1,2,1440,Collateral,21667900,336079
,0,2018-08-12 11:30:27,original,2018-08-12 11:30:27,1,2,1440,The Miniaturist,21667900,336081
,0,2018-09-02 13:39:40,original,2018-09-02 13:39:40,1,2,1440,Tom Clancy's Jack Ryan,21667900,336261
,0,2018-11-14 11:03:52,original,2018-11-14 11:03:52,1,2,1440,Little Women (2017),21667900,336460
,0,2018-06-27 08:49:36,original,2018-06-27 08:49:36,1,2,1440,The End of the F***ing World,21667900,336522
,0,2018-11-12 15:03:10,original,2018-11-12 15:03:10,1,2,1440,The Chi,21667900,336602
,0,2018-07-16 11:23:00,original,2018-07-16 11:23:00,1,2,1440,You,21667900,336924
,0,2020-09-03 08:39:48,original,2020-09-03 08:39:48,1,2,1440,DARLING in the FRANXX,21667900,337017
,0,2018-08-18 04:49:52,original,2018-08-18 04:49:52,1,2,1440,Erased (2017),21667900,337206
,1,2018-06-26 14:41:31,original,2018-07-14 12:26:59,1,2,1440,Counterpart,21667900,337302
,0,2018-07-16 16:17:13,original,2018-07-16 16:17:13,1,2,1440,9-1-1,21667900,337907
,0,2021-10-19 11:03:03,original,2021-10-19 11:03:03,1,2,1440,Succession,21667900,338186
,0,2018-07-16 16:15:27,original,2018-07-16 16:15:27,1,2,1440,Here and Now (2018),21667900,338798
,0,2018-07-16 10:27:15,original,2018-07-16 10:27:15,1,2,1440,Patrick Melrose,21667900,338946
,0,2018-10-01 08:25:42,original,2018-10-01 08:25:42,1,2,1440,Chilling Adventures of Sabrina,21667900,338947
,0,2018-09-22 04:00:23,original,2018-09-22 04:00:23,1,2,1440,B: The Beginning,21667900,339353
,0,2018-10-30 09:25:27,original,2018-10-30 09:25:27,1,2,1440,The Truth About the Harry Quebert Affair,21667900,339464
,0,2019-10-28 09:17:48,original,2019-10-28 09:17:48,1,2,1440,Sweetbitter,21667900,339512
,0,2018-07-16 11:27:02,original,2018-07-16 11:27:02,1,2,1440,Seven Seconds,21667900,339602
,0,2018-10-05 07:57:15,original,2018-10-05 07:57:15,1,2,1440,Disenchantment,21667900,340234
,0,2018-10-05 07:58:52,original,2018-10-05 07:58:52,1,2,1440,Killing Eve,21667900,340959
,0,2018-07-16 10:26:57,original,2018-07-16 10:26:57,1,2,1440,Yellowstone (2018),21667900,341164
,0,2018-06-27 12:33:07,original,2018-06-27 12:33:07,1,2,1440,Everything Sucks!,21667900,341282
,0,2018-07-02 14:47:26,original,2018-07-02 14:47:26,1,2,1440,Safe (2018),21667900,341291
,0,2018-09-06 16:08:49,original,2018-09-06 16:08:49,1,2,1440,Requiem,21667900,341477
,0,2018-06-26 17:08:03,original,2018-06-26 17:08:03,1,2,1440,Queer Eye,21667900,341614
,0,2018-07-07 16:42:18,original,2018-07-07 16:42:18,1,2,1440,The Rain,21667900,341704
,0,2018-10-01 08:20:44,original,2018-10-01 08:20:44,1,2,1440,The Miracle (2018),21667900,341784
,0,2022-07-01 12:50:59,original,2022-07-01 12:50:59,1,2,1440,My Mister,21667900,341871
,0,2018-06-26 17:13:05,original,2018-06-26 17:13:05,1,2,1440,Wild Wild Country,21667900,342040
,0,2022-06-16 20:53:57,original,2022-06-16 20:53:57,1,2,1440,Something in the Rain,21667900,342849
,0,2018-07-16 11:22:22,original,2018-07-16 11:22:22,1,2,1440,The Innocents,21667900,342883
,0,2018-06-26 14:57:06,original,2018-06-26 14:57:06,1,2,1440,Lost in Space (2018),21667900,343253
,0,2018-07-09 09:18:05,original,2018-09-27 16:26:13,0,2,1440,Sacred Games,21667900,343435
,0,2018-10-30 04:20:36,original,2018-10-30 04:20:36,1,2,1440,The Little Drummer Girl,21667900,344141
,0,2019-06-11 03:47:47,original,2019-06-11 03:47:47,1,2,1440,Skam Italy,21667900,344216
,0,2018-11-18 06:09:18,original,2018-11-18 06:09:18,1,2,1440,My Brilliant Friend,21667900,344626
,0,2018-11-14 11:04:15,original,2018-11-14 11:04:15,1,2,1440,Ordeal by Innocence,21667900,344813
,0,2018-10-29 05:55:22,original,2018-10-29 05:55:22,1,2,1440,Angels of Death,21667900,344844
,0,2018-10-01 08:25:30,original,2021-01-05 03:28:35,1,2,1440,The Haunting,21667900,345246
,0,2020-08-22 03:39:45,original,2020-08-22 03:39:45,1,2,1440,Rascal Does Not Dream of Bunny Girl Senpai,21667900,345596
,0,2018-10-06 05:08:07,original,2018-10-06 05:08:07,1,2,1440,Elite,21667900,346328
,0,2018-06-27 12:32:58,original,2018-06-27 12:32:58,1,2,1440,November 13: Attack on Paris,21667900,346357
,0,2018-06-26 14:58:37,original,2018-06-27 12:33:16,1,2,1440,Sharp Objects,21667900,346602
,0,2018-06-27 12:33:03,original,2018-06-27 12:33:03,1,2,1440,Evil Genius,21667900,347033
,0,2020-08-22 10:25:21,original,2020-08-22 10:25:21,1,2,1440,Unfaithful,21667900,347105
,1,2022-07-14 18:52:25,original,2022-08-08 21:18:24,1,2,1440,Hymn of Death,21667900,347246
,0,2018-07-16 11:22:31,original,2018-07-16 11:22:31,1,2,1440,The House of Flowers,21667900,347325
,0,2018-07-07 16:42:26,original,2018-12-05 00:36:53,0,2,1440,Nightflyers,21667900,347648
,0,2018-10-30 09:28:27,original,2018-10-30 09:28:27,1,2,1440,Light as a Feather,21667900,347708
,0,2018-09-06 16:08:18,original,2018-09-06 16:08:18,1,2,1440,The Hollow (2018),21667900,347726
,0,2021-02-06 12:55:09,original,2021-02-06 12:55:09,1,2,1440,The Promised Neverland,21667900,348002
,0,2018-12-28 12:29:51,original,2018-12-28 12:29:51,1,2,1440,The ABC Murders,21667900,348026
,0,2018-07-16 11:23:22,original,2018-11-10 16:36:00,0,2,1440,All American,21667900,348200
,1,2019-06-15 02:16:01,original,2021-03-16 10:55:19,1,2,1440,Gentleman Jack,21667900,348443
,0,2018-12-03 05:59:39,original,2018-12-03 05:59:39,1,2,1440,Memories of the Alhambra,21667900,348488
,0,2020-08-16 10:25:39,original,2020-08-16 10:25:39,1,2,1440,Demon Slayer: Kimetsu no Yaiba,21667900,348545
,1,2018-08-16 04:56:05,original,2018-11-08 11:23:47,1,2,1440,Legacies,21667900,349309
,0,2018-10-25 11:42:53,original,2018-10-25 11:42:53,1,2,1440,Bodyguard (2018),21667900,349310
,0,2022-07-25 00:50:40,original,2022-07-25 00:50:40,1,2,1440,Familiar Wife,21667900,349512
,0,2018-12-15 05:44:52,original,2018-12-15 05:44:52,1,2,1440,The Purge,21667900,349661
,0,2018-11-20 11:31:28,original,2018-11-20 11:31:28,1,2,1440,Escape at Dannemora,21667900,349738
,0,2018-09-29 08:55:02,original,2018-09-29 08:55:06,0,2,1440,I Am a Killer,21667900,349934
,0,2018-09-29 08:55:15,original,2018-11-26 22:52:57,1,2,1440,I Am the Night,21667900,349997
,0,2018-09-29 08:52:30,original,2018-09-29 08:52:30,1,2,1440,GHOUL,21667900,350056
,0,2018-09-22 04:46:32,original,2018-09-22 04:46:32,1,2,1440,The Dragon Prince,21667900,350123
,0,2018-11-30 13:11:31,original,2018-11-30 13:11:31,1,2,1440,The Mire,21667900,350250
,0,2018-09-06 16:07:46,original,2018-09-06 16:07:46,1,2,1440,Dark Tourist,21667900,350264
,0,2018-11-04 04:45:17,original,2018-11-04 04:45:17,1,2,1440,The Cry,21667900,350382
,0,2019-01-03 16:30:17,original,2019-01-03 16:30:17,1,2,1440,Project Blue Book,21667900,350401
,0,2018-10-05 07:58:37,original,2018-10-05 07:58:37,1,2,1440,Homecoming (2018),21667900,350553
,0,2018-07-16 11:23:09,original,2018-08-10 11:48:06,1,2,1440,A Million Little Things,21667900,350667
,0,2018-11-15 16:04:00,original,2018-11-15 16:04:00,1,2,1440,1983,21667900,350796
,0,2018-07-07 16:42:10,original,2018-08-17 12:21:33,1,2,1440,Maniac (2018),21667900,350864
,0,2019-01-20 14:34:21,original,2019-01-20 14:34:21,1,2,1440,The Kominsky Method,21667900,350869
,0,2018-11-22 14:49:06,original,2018-11-22 14:49:06,1,2,1440,Tell Me a Story (US),21667900,351134
,0,2018-08-01 09:04:12,original,2021-02-20 06:43:00,0,2,1440,A Discovery of Witches,21667900,351291
,0,2022-07-25 15:50:33,original,2022-07-25 15:50:33,1,2,1440,Sorry For Your Loss,21667900,351344
,0,2018-09-06 16:08:31,original,2018-09-06 16:08:34,0,2,1440,Afflicted,21667900,351352
,0,2018-11-02 10:45:08,original,2019-01-05 13:10:35,0,2,1440,Good Trouble,21667900,351504
,0,2020-08-22 10:25:04,original,2020-08-22 10:25:04,1,2,1440,The Guernsey - Literary and Potato Peel Pie Society,21667900,351721
,0,2018-12-05 15:00:53,original,2018-12-05 15:00:53,1,2,1440,Baby,21667900,351911
,0,2019-01-05 16:34:07,original,2019-01-05 16:34:07,1,2,1440,Dogs of Berlin,21667900,352169
,0,2020-11-19 04:06:54,original,2020-11-19 04:06:54,1,2,1440,A Teacher,21667900,352440
,0,2018-10-05 04:18:46,original,2018-10-05 04:18:46,1,2,1440,Avatar: The Last Airbender (2021),21667900,353049
,0,2018-11-14 04:48:13,original,2018-11-14 04:48:13,1,2,1440,Narcos: Mexico,21667900,353232
,0,2019-02-22 11:47:51,original,2019-02-22 11:47:51,1,2,1440,The Umbrella Academy,21667900,353764
,0,2019-01-15 15:43:11,original,2019-01-15 15:43:11,1,2,1440,Les Misérables (2018),21667900,354256
,0,2018-10-23 11:57:32,original,2018-10-23 11:57:32,1,2,1440,Tidelands,21667900,354509
,0,2018-12-25 14:39:22,original,2018-12-25 14:39:22,1,2,1440,The Passage,21667900,354539
,0,2019-10-28 09:17:50,original,2019-10-28 09:17:50,1,2,1440,The Hook Up Plan,21667900,354556
,0,2019-01-20 14:34:35,original,2019-01-20 14:34:35,1,2,1440,Proven Innocent,21667900,354793
,0,2019-01-20 14:34:09,original,2019-01-20 14:34:09,1,2,1440,Kingdom (2019),21667900,355228
,0,2020-11-19 04:07:16,original,2020-11-19 04:07:16,1,2,1440,Our Planet (2019),21667900,355229
,0,2018-12-05 09:31:21,original,2018-12-05 09:31:21,1,2,1440,Mrs Wilson,21667900,355432
,0,2019-07-28 11:18:15,original,2019-07-28 11:18:15,1,2,1440,The Boys,21667900,355567
,0,2021-11-19 07:12:30,original,2021-11-19 07:12:30,1,2,1440,The Wheel of Time,21667900,355730
,0,2021-02-06 12:55:47,original,2021-02-20 06:42:40,0,2,1440,Dr. STONE,21667900,355774
,0,2021-06-11 07:50:22,original,2021-06-11 07:50:22,1,2,1440,Sweet Tooth,21667900,355837
,0,2019-02-22 11:47:45,original,2019-02-22 11:47:45,1,2,1440,Sex Education,21667900,356317
,1,2020-07-22 07:39:28,original,2020-10-14 06:39:32,1,2,1440,Conversations with a Killer: The Ted Bundy Tapes,21667900,356609
,0,2019-02-22 11:47:39,original,2022-04-07 20:45:24,1,2,1440,Russian Doll,21667900,356640
,0,2020-08-08 03:26:45,original,2020-08-08 03:26:45,1,2,1440,Modern Love,21667900,357222
,0,2019-03-30 13:45:33,original,2019-03-30 13:45:33,1,2,1440,Hanna,21667900,357690
,0,2019-10-30 06:44:16,original,2019-10-30 06:44:16,1,2,1440,Undone,21667900,357756
,0,2020-09-15 09:03:04,original,2020-09-15 09:03:04,1,2,1440,Lovecraft Country,21667900,357864
,0,2019-03-30 13:45:29,original,2021-05-29 10:28:33,0,2,1440,"Love, Death & Robots",21667900,357888
,0,2019-12-18 06:08:00,original,2020-09-05 11:23:04,0,2,1440,The Loudest Voice,21667900,358970
,0,2020-11-23 05:33:44,original,2020-11-23 05:33:44,1,2,1440,Vinland Saga,21667900,359274
,0,2020-07-30 13:34:40,original,2020-07-30 13:34:40,0,2,1440,Leaving Neverland,21667900,359331
,0,2018-07-22 05:37:36,original,2019-02-14 18:06:43,1,2,1440,Good Omens,21667900,359569
,0,2019-10-28 09:18:01,original,2019-10-28 09:18:01,1,2,1440,Looking for Alaska,21667900,359638
,0,2022-04-23 01:20:53,original,2022-04-23 01:20:53,1,2,1440,Prison Break,21667900,360115
,0,2019-06-22 08:00:16,original,2019-07-02 16:38:13,1,2,1440,Euphoria (US),21667900,360261
,0,2019-11-12 09:35:47,original,2019-11-12 09:35:47,1,2,1440,His Dark Materials,21667900,360295
,0,2019-06-06 10:00:44,original,2019-06-06 10:00:44,1,2,1440,When They See Us,21667900,360388
,0,2018-11-07 05:39:57,original,2019-03-10 16:44:56,1,2,1440,The Spanish Princess,21667900,360667
,0,2019-01-11 11:11:32,original,2019-04-14 04:56:37,1,2,1440,Watchmen,21667900,360733
,0,2020-01-03 13:09:21,original,2020-01-03 13:09:21,1,2,1440,Spinning Out,21667900,360858
,0,2019-06-06 10:00:52,original,2019-06-06 10:00:52,1,2,1440,Chernobyl,21667900,360893
,0,2021-11-23 16:36:24,original,2021-11-23 16:36:24,1,2,1440,The Morning Show,21667900,361563
,0,2021-01-28 13:21:01,original,2021-01-28 13:21:01,1,2,1440,Dickinson,21667900,361566
,0,2019-11-13 05:18:08,original,2019-11-13 05:18:08,1,2,1440,The Mandalorian,21667900,361753
,0,2022-06-17 00:51:52,original,2022-06-17 00:51:52,1,2,1440,One Spring Night,21667900,362115
,0,2021-02-06 12:55:04,original,2021-02-06 12:55:04,1,2,1440,WandaVision,21667900,362392
,0,2021-06-09 17:13:47,original,2021-06-09 17:13:47,1,2,1440,Loki,21667900,362472
,0,2021-03-22 13:51:26,original,2021-03-22 13:51:26,1,2,1440,The Falcon and The Winter Soldier,21667900,362496
,0,2018-11-11 05:30:31,original,2019-06-24 22:41:09,1,2,1440,The Witcher,21667900,362696
,0,2020-04-18 05:14:22,original,2020-04-18 05:14:22,1,2,1440,Little Fires Everywhere,21667900,363194
,0,2020-10-03 12:55:23,original,2020-10-03 12:55:23,1,2,1440,Emily in Paris,21667900,364439
,0,2021-01-28 13:20:53,original,2021-01-28 13:20:53,1,2,1440,Snowpiercer,21667900,364928
,0,2020-01-16 16:41:44,original,2020-01-16 16:41:44,1,2,1440,The Outsider (2020),21667900,365480
,0,2019-11-13 04:30:57,original,2019-11-13 04:30:57,1,2,1440,Mrs. Fletcher,21667900,366195
,0,2022-08-08 16:39:18,original,2022-08-08 16:39:18,1,2,1440,The Sandman,21667900,366211
,0,2021-01-01 03:43:14,original,2021-01-01 03:43:14,1,2,1440,Bridgerton,21667900,366668
,0,2022-08-31 01:39:37,original,2022-08-31 01:39:37,1,2,1440,Vagabond,21667900,366777
,0,2021-12-05 07:48:13,original,2021-12-05 07:48:13,1,2,1440,Foundation (2021),21667900,366972
,0,2019-09-17 04:58:44,original,2019-09-17 04:58:44,1,2,1440,Unbelievable,21667900,367030
,0,2022-04-15 00:46:34,original,2022-04-15 00:46:34,1,2,1440,Hawkeye (2021),21667900,367146
,0,2020-04-18 16:12:08,original,2020-09-05 11:22:51,0,2,1440,Mrs. America,21667900,367230
,0,2022-04-07 20:45:12,original,2022-04-07 20:45:12,1,2,1440,Defending Jacob,21667900,368122
,0,2020-04-04 16:27:35,original,2020-04-04 16:27:35,1,2,1440,Tales from the Loop,21667900,368210
,0,2020-07-30 13:34:41,original,2020-07-30 13:34:41,1,2,1440,Upload,21667900,368211
