user_id,emotion_id,count,created_at,updated_at,tv_show_name,tv_show_id
21667900,3,1,2021-06-17 03:00:20,2021-06-17 03:00:20,The Office (US),73244
21667900,8,1,2021-06-17 03:02:23,2021-06-17 03:02:23,The Office (US),73244
21667900,1,3,2019-06-14 23:32:02,2019-06-14 23:34:21,Band of Brothers,74205
21667900,3,1,2018-09-24 16:18:54,2018-09-24 16:18:54,Avatar: The Last Airbender,74852
21667900,1,1,2019-05-28 05:42:29,2019-05-28 05:42:29,Six Feet Under,75450
21667900,3,2,2019-11-22 06:04:09,2019-11-22 06:04:22,Angels in America,79311
21667900,8,2,2019-07-16 16:20:52,2019-07-16 16:21:03,The Tudors,79925
21667900,3,1,2018-09-03 16:04:40,2018-09-03 16:04:40,Breaking Bad,81189
21667900,6,2,2019-11-19 05:18:30,2019-11-19 05:18:32,Hung,82091
21667900,7,1,2019-11-19 05:18:27,2019-11-19 05:18:35,Hung,82091
21667900,3,1,2020-08-16 09:15:10,2020-08-16 09:15:10,Toradora!,83277
21667900,1,2,2020-09-08 17:01:49,2020-09-14 17:00:52,Fullmetal Alchemist: Brotherhood,85249
21667900,3,2,2020-09-08 17:01:50,2020-09-14 06:32:22,Fullmetal Alchemist: Brotherhood,85249
21667900,1,1,2018-07-10 16:22:20,2018-07-10 16:22:20,Game of Thrones,121361
21667900,3,11,2018-07-10 16:21:03,2019-05-27 10:05:39,Game of Thrones,121361
21667900,4,2,2018-07-10 16:22:01,2018-10-29 06:17:41,Game of Thrones,121361
21667900,1,1,2022-03-14 02:56:25,2022-03-14 02:56:25,Suits,247808
21667900,3,1,2022-03-14 02:56:23,2022-03-18 01:34:24,Suits,247808
21667900,1,10,2020-04-25 12:02:31,2020-05-03 13:43:50,Homeland,247897
21667900,3,26,2020-04-25 11:55:08,2020-05-06 08:10:30,Homeland,247897
21667900,3,2,2020-11-20 12:58:36,2020-11-20 12:59:55,Black Mirror,253463
21667900,3,2,2021-02-26 03:06:11,2021-02-26 05:47:39,The Fall,258107
21667900,1,3,2018-12-20 12:16:26,2020-01-08 08:59:51,Vikings,260449
21667900,3,6,2018-12-06 12:39:44,2019-02-01 12:32:38,Vikings,260449
21667900,3,1,2018-12-17 16:32:07,2018-12-17 16:32:07,The Men Who Built America,262447
21667900,1,32,2019-04-13 11:19:45,2019-06-15 00:21:17,House of Cards (US),262980
21667900,3,29,2019-04-13 09:20:13,2020-08-05 09:53:10,House of Cards (US),262980
21667900,3,3,2021-03-03 16:19:57,2021-03-07 08:42:34,Broadchurch,266398
21667900,4,1,2018-11-19 05:47:59,2018-11-19 05:47:59,The Fosters (2013),267907
21667900,3,7,2020-04-19 16:36:46,2020-04-23 16:19:17,Quarry,269110
21667900,1,11,2019-08-04 10:23:04,2019-08-09 12:39:45,Fargo,269613
21667900,3,16,2019-08-04 09:35:18,2019-08-10 04:54:59,Fargo,269613
21667900,1,4,2019-01-07 16:45:11,2021-11-16 11:26:53,The Leftovers,269689
21667900,3,7,2021-11-09 06:23:52,2021-11-20 18:08:44,The Leftovers,269689
21667900,1,2,2018-12-10 10:39:27,2019-01-14 15:43:08,Outlander,270408
21667900,3,7,2018-11-10 12:53:06,2019-01-27 11:18:52,Outlander,270408
21667900,8,1,2018-12-24 04:40:28,2018-12-24 04:40:28,Outlander,270408
21667900,3,2,2018-10-10 05:53:10,2018-10-13 10:09:21,The Affair,270439
21667900,1,2,2018-12-22 05:08:40,2018-12-22 11:01:22,True Detective,270633
21667900,3,3,2018-12-22 09:57:33,2018-12-23 09:31:34,True Detective,270633
21667900,1,8,2019-09-07 11:51:35,2024-05-22 18:13:54,Better Call Saul,273181
21667900,3,31,2019-09-07 09:10:37,2024-05-24 23:50:27,Better Call Saul,273181
21667900,1,12,2019-06-14 08:36:11,2019-06-14 21:44:13,Olive Kitteridge,276842
21667900,1,1,2020-08-27 03:10:09,2020-08-27 03:10:09,Blue Spring Ride,279554
21667900,3,4,2020-08-24 06:32:10,2020-08-26 11:04:00,Your Lie in April,279830
21667900,1,27,2019-07-10 11:21:45,2019-07-14 16:54:27,The Knick,279977
21667900,3,17,2019-07-12 11:51:23,2019-07-15 16:03:04,The Knick,279977
21667900,1,14,2018-12-23 11:37:11,2019-01-01 16:31:30,Poldark (2015),280582
21667900,3,14,2018-12-23 16:31:18,2018-12-31 16:34:01,Poldark (2015),280582
21667900,3,1,2021-06-26 11:24:57,2021-06-26 11:24:57,Marvel's Daredevil,281662
21667900,3,1,2021-02-20 06:41:52,2021-02-20 06:41:52,Assassination Classroom,283947
21667900,3,3,2021-02-09 10:06:44,2021-02-16 04:49:48,The Seven Deadly Sins,284131
21667900,3,1,2018-11-02 11:43:22,2018-11-02 11:43:22,American Crime Story,289108
21667900,1,4,2019-07-07 21:33:53,2019-07-08 11:04:00,The Night Manager,290508
21667900,3,8,2019-07-07 21:51:33,2019-07-09 16:27:55,The Night Manager,290508
21667900,1,2,2020-11-04 13:38:17,2021-09-10 08:14:34,Lucifer,295685
21667900,3,9,2020-11-04 12:01:23,2021-05-28 19:15:37,Lucifer,295685
21667900,7,1,2020-11-04 13:41:19,2020-11-04 13:41:19,Lucifer,295685
21667900,8,0,2020-11-04 13:38:17,2020-11-04 13:39:37,Lucifer,295685
21667900,1,8,2018-12-09 10:04:20,2018-12-15 11:07:38,The Man in the High Castle,295829
21667900,3,24,2018-12-10 07:48:22,2019-12-23 18:00:09,The Man in the High Castle,295829
21667900,1,1,2020-03-29 10:25:21,2020-03-29 10:25:21,Westworld,296762
21667900,3,9,2020-03-20 02:01:14,2020-05-06 08:08:15,Westworld,296762
21667900,3,3,2018-11-20 16:28:24,2020-04-27 10:19:04,The Last Kingdom,298566
21667900,1,1,2018-11-24 09:53:15,2018-11-24 09:53:15,Victoria,302205
21667900,3,1,2018-11-24 09:01:24,2018-11-24 09:01:24,Victoria,302205
21667900,3,6,2020-08-31 05:50:03,2020-08-31 17:18:10,Erased,303071
21667900,1,1,2019-03-29 05:28:52,2019-03-29 05:28:52,Making a Murderer,303210
21667900,3,1,2019-03-29 05:29:06,2019-03-29 05:29:06,Making a Murderer,303210
21667900,1,2,2019-07-06 07:48:17,2019-07-06 07:51:40,Stranger Things,305288
21667900,3,17,2019-07-06 07:47:25,2022-06-05 17:08:42,Stranger Things,305288
21667900,3,16,2019-11-22 09:37:38,2020-11-17 09:29:52,The Crown,305574
21667900,1,4,2019-06-24 03:59:57,2019-07-15 10:18:03,Big Little Lies,305719
21667900,3,14,2019-06-10 12:05:15,2019-07-22 10:30:52,Big Little Lies,305719
21667900,1,2,2019-04-12 16:25:05,2019-04-12 16:25:23,The Story of God with Morgan Freeman,308585
21667900,3,0,2019-04-12 16:25:03,2019-04-12 16:25:05,The Story of God with Morgan Freeman,308585
21667900,1,2,2019-08-03 15:47:30,2019-08-03 15:47:32,The Night Of,310516
21667900,3,16,2019-08-03 06:24:51,2019-08-04 06:04:01,The Night Of,310516
21667900,1,71,2019-06-11 03:44:25,2019-06-14 22:32:20,The Good Place,311711
21667900,3,12,2019-06-11 04:10:54,2019-06-14 11:58:06,The Good Place,311711
21667900,1,11,2018-09-28 13:02:29,2019-10-30 04:55:24,This Is Us,311714
21667900,3,45,2019-02-21 16:59:36,2022-05-18 18:53:31,This Is Us,311714
21667900,1,9,2019-06-15 16:12:18,2019-06-16 09:26:07,Beyond,318106
21667900,8,6,2019-06-15 07:20:39,2019-06-17 06:17:31,Beyond,318106
21667900,1,1,2020-08-19 08:49:59,2020-08-19 08:49:59,Scum's Wish,318895
21667900,3,3,2020-08-19 08:51:01,2020-08-19 09:50:51,Scum's Wish,318895
21667900,1,2,2019-07-11 11:48:13,2019-07-11 11:48:24,Harlots,319861
21667900,3,2,2019-08-02 09:03:45,2019-08-02 09:03:48,Harlots,319861
21667900,1,3,2019-06-06 18:22:21,2019-06-07 08:51:38,The Handmaid's Tale,321239
21667900,3,5,2018-07-13 13:20:25,2019-06-14 22:05:40,The Handmaid's Tale,321239
21667900,1,4,2018-07-10 16:20:30,2018-08-06 09:19:40,Anne with an E,322971
21667900,3,5,2018-08-05 10:26:47,2018-08-06 09:19:40,Anne with an E,322971
21667900,4,0,2018-08-05 16:24:28,2018-08-05 16:24:29,Anne with an E,322971
21667900,1,8,2018-06-29 05:54:33,2019-08-26 08:03:14,13 Reasons Why,323168
21667900,3,22,2018-07-20 11:13:05,2019-08-28 11:44:13,13 Reasons Why,323168
21667900,4,2,2018-06-29 05:53:33,2018-07-20 11:12:47,13 Reasons Why,323168
21667900,6,2,2019-08-23 10:26:57,2019-08-23 10:26:57,13 Reasons Why,323168
21667900,8,2,2019-08-23 10:26:49,2019-08-23 10:26:52,13 Reasons Why,323168
21667900,1,6,2019-06-15 00:54:04,2019-06-15 09:41:43,Babylon Berlin,323945
