watched_show_ids,dismissed_show_ids,user_id
[310516 349738 295647 284190 355229 334451 360667 344626 78874 248935 282400 269110 314374 79168 306304 319861 348026 315178 95491 366668 281535 256352 248884 371572 274337 361563 75340 258107 270439 343435 281662 282254 79311 296295 341282 305194 366195 313969 70682 322466 322885 363194 281532 336081 350264 289096 371972 176941 317953 398815 332577 347033 391784 369950 351911 300166 311713 317220 403656 248904 322890 304219 299845 344141 354256 260320 397060 364439 347246 327417 72227 81797 279392 366972 259640 82091 267907 361753 353764 264954 281536 334680 357864 342883 300699 410156 328719 366211 342849 350123 319742 72201 324916 371806 298566 362472 350250 262414 281621 255192 393625 348488 347105 95011 305574 329586 368122 255250 419950 281613 355567 352440 336924 320724 341291 311711 356317 318895 303786 369844 237831 313880 266092 318666 347726 411469 114801 280361 269604 334824 80379 322212 341614 293194 369301 304196 301824 292124 332331 340234 359913 349512 269650 270915 337302 264991 361412 359600 270408 315908 266609 371980 289590 308509 299408 356591 289108 84947 387115 337206 338946 303071 75760 295685 345246 252471 278335 341871 193131 292174 81472 317728 269647 79824 265766 280619 355228 415738 368452 327175 350667 328569 284210 378014 330374 328708 356640 161511 253491 315364 314544 220411 266362 352169 276031 346602 296762 339602 321372 357756 376815 269159 247897 333072 336602 324595 280537 259669 281249 294417 336460 347325 88031 368385 356609 282670 288963 304262 417223 187881 268156 331600 349997 210171 332828 328756 327138 326288 78857 280582 326987 253463 248742 73800 402412 387021 416580 84390 370112 274431 302205 314614 322134 394109 354539 295515 433631 375998 338186 79349 293088 280706 323168 81848 260315 334069 311900 328552 346357 121361 317928 349310 329353 299855 426288 295837 295743 328690 314986 72218 367030 262407 267440 315460 279554 360733 261557 376472 350382 73244 70533 333672 355730 266967 362392 297346 299139 333801 336261 349309 292745 305074 79126 352150 328634 366777 348002 281697 276562 383203 262447 342040 340959 79582 328724 360295 307636 299260 279121 79275 75450 83099 261690 277928 350056 368612 81189 319895 322971 320450 247808 339353 324488 372912 360893 74852 411959 378477 259063 250487 281977 305582 401475 295829 374977 328631 329204 413188 311714 277165 392573 308585 399959 383275 368643 354509 339512 79481 85249 80337 387191 377960 212961 262980 279536 360858 301608 295684 331722 328749 300280 83277 290668 350796 362115 316345 403245 322191 401548 305288 72023 354556 355432 311946 341477 361566 253138 247773 259948 309992 321239 313270 323945 283317 399731 345596 365480 72158 337907 334366 309130 82283 429870 338947 341164 368611 76568 337017 344844 373415 211681 309053 298901 286179 326866 73508 75299 301224 247958 159431 278640 264586 368210 92011 329089 325517 341784 350869 82109 333114 351721 424418 269578 289946 410092 269586 330500 281256 344216 252488 305177 331980 263677 272644 287314 279830 70350 350401 350553 377955 376122 251085 367146 255326 321060 108611 348545 269689 326791 146711 274897 250749 80547 368211 311987 364928 309990 351344 73255 266189 295068 329065 353232 305719 328599 266398 253573 314599 327325 359638 76648 431139 338798 373186 397441 350864 324596 159591 362696 248835 293302 351134 360115 332027 359569 357222 369307 332271 313024 335825 74205 330139 270633 336522 328361 354793 380991 357690 175001 76666 266883 248741 344813 73739 360388 402181 368613 264492 79925 320874 260449 362496 318209 392256 269613 314324 305378 360261 347708 276842 307868 273181 305327 279977 326559 328292 248682 78804 341704 390430 359274 326490 79321 336079 355837 436457 264234 303210 349661 310614 269602 353049 343253 281714 294882 281367 290508 281643 339464 348443 258171],[311954],21667900
