episode_season_number,episode_number,user_id,episode_id,cpt,created_at,updated_at,tv_show_name
5,3,21667900,4339518,2,2019-08-19 15:59:05,2020-12-25 06:53:18,Breaking Bad
5,4,21667900,4354293,2,2019-08-19 15:59:05,2020-12-25 06:53:18,Breaking Bad
5,5,21667900,4354294,2,2019-08-19 15:59:05,2020-12-25 06:53:18,Breaking Bad
5,6,21667900,4354295,2,2019-08-19 15:59:05,2020-12-25 06:53:18,Breaking Bad
5,7,21667900,4354296,2,2019-08-19 15:59:05,2020-12-25 06:53:18,Breaking Bad
5,8,21667900,4364463,2,2019-08-19 15:59:05,2020-12-25 06:53:18,Breaking Bad
5,9,21667900,4460282,2,2019-08-19 15:59:05,2020-12-25 06:53:18,Breaking Bad
3,2,21667900,4517458,2,2018-12-20 01:17:33,2019-02-09 10:27:28,Game of Thrones
3,3,21667900,4517459,2,2018-12-20 01:17:33,2019-02-09 10:27:28,Game of Thrones
3,4,21667900,4517460,2,2018-12-20 01:17:33,2019-02-09 10:27:28,Game of Thrones
3,5,21667900,4517461,2,2018-12-20 01:17:33,2019-02-09 10:27:28,Game of Thrones
3,6,21667900,4517462,2,2018-12-20 01:17:33,2019-02-09 10:27:28,Game of Thrones
3,7,21667900,4517463,2,2018-12-20 01:17:33,2019-02-09 10:27:28,Game of Thrones
3,8,21667900,4517464,2,2018-12-20 01:17:33,2019-02-09 10:27:28,Game of Thrones
3,9,21667900,4517465,2,2018-12-20 01:17:33,2019-02-09 10:27:28,Game of Thrones
3,10,21667900,4517466,2,2018-12-20 01:17:33,2019-02-09 10:27:28,Game of Thrones
5,10,21667900,4553036,2,2019-08-19 15:59:05,2020-12-25 06:53:18,Breaking Bad
5,11,21667900,4553037,2,2019-08-19 15:59:05,2020-12-25 06:53:18,Breaking Bad
5,12,21667900,4553038,2,2019-08-19 15:59:05,2020-12-25 06:53:18,Breaking Bad
5,13,21667900,4553039,2,2019-08-19 15:59:05,2020-12-25 06:53:18,Breaking Bad
5,14,21667900,4553040,2,2019-08-19 15:59:05,2020-12-25 06:53:18,Breaking Bad
5,15,21667900,4553041,2,2019-08-19 15:59:06,2020-12-25 06:53:18,Breaking Bad
5,16,21667900,4553042,2,2019-08-19 15:59:06,2020-12-25 06:53:18,Breaking Bad
1,1,21667900,4596699,1,2021-11-08 13:36:26,2021-11-08 13:36:26,The Leftovers
4,1,21667900,4721938,3,2018-12-20 01:17:34,2019-02-15 04:53:11,Game of Thrones
4,2,21667900,4801602,3,2018-12-20 01:17:34,2019-02-15 04:53:11,Game of Thrones
4,3,21667900,4801603,3,2018-12-20 01:17:34,2019-02-15 04:53:11,Game of Thrones
4,4,21667900,4801604,2,2018-12-20 01:17:34,2019-02-15 04:53:11,Game of Thrones
4,5,21667900,4801605,2,2018-12-20 01:17:34,2019-02-15 04:53:11,Game of Thrones
4,6,21667900,4801606,2,2018-12-20 01:17:34,2019-02-15 04:53:11,Game of Thrones
4,7,21667900,4801607,2,2018-12-20 01:17:34,2019-02-15 04:53:11,Game of Thrones
4,8,21667900,4801608,2,2018-12-20 01:17:34,2019-02-15 04:53:11,Game of Thrones
4,9,21667900,4801609,2,2018-12-20 01:17:34,2019-02-15 04:53:11,Game of Thrones
4,10,21667900,4801610,2,2018-12-20 01:17:34,2019-02-15 04:53:11,Game of Thrones
1,2,21667900,4854796,1,2021-11-08 13:36:24,2021-11-08 13:36:24,The Leftovers
1,3,21667900,4854797,1,2021-11-08 13:36:22,2021-11-08 13:36:22,The Leftovers
5,1,21667900,5083694,2,2018-12-20 01:17:37,2019-02-16 16:35:44,Game of Thrones
5,2,21667900,5150174,2,2018-12-20 01:17:37,2019-02-16 16:35:51,Game of Thrones
5,3,21667900,5150175,2,2018-12-20 01:17:37,2019-02-16 16:35:58,Game of Thrones
5,4,21667900,5150183,2,2018-12-20 01:17:37,2019-02-18 05:06:02,Game of Thrones
5,5,21667900,5171022,2,2018-12-20 01:17:37,2019-02-18 05:06:13,Game of Thrones
5,6,21667900,5171023,2,2018-12-20 01:17:37,2019-02-18 05:06:20,Game of Thrones
5,7,21667900,5171024,2,2018-12-20 01:17:37,2019-02-18 05:06:30,Game of Thrones
5,8,21667900,5194184,2,2018-12-20 01:17:37,2019-02-20 05:40:50,Game of Thrones
5,9,21667900,5194187,3,2018-12-20 01:17:37,2020-11-14 05:32:12,Game of Thrones
5,10,21667900,5194188,2,2018-12-20 01:17:37,2019-02-20 05:41:07,Game of Thrones
1,1,21667900,5468124,2,2019-06-25 04:54:42,2020-11-23 03:56:35,Stranger Things
6,1,21667900,5469015,2,2019-02-22 11:46:00,2019-02-22 11:46:05,Game of Thrones
1,1,21667900,5474001,1,2020-11-15 04:45:04,2020-11-15 04:45:04,The Crown
1,2,21667900,5481194,2,2019-06-25 04:54:42,2020-11-23 03:56:35,Stranger Things
6,2,21667900,5579002,2,2019-02-22 11:46:20,2019-02-22 11:46:24,Game of Thrones
6,3,21667900,5579003,2,2019-02-22 11:46:30,2019-02-22 11:46:34,Game of Thrones
6,4,21667900,5599364,2,2019-02-22 11:46:38,2019-02-22 11:46:45,Game of Thrones
6,5,21667900,5600132,2,2018-12-20 01:17:40,2019-02-22 11:45:16,Game of Thrones
6,6,21667900,5615733,2,2018-12-20 01:17:40,2019-02-22 11:45:16,Game of Thrones
6,7,21667900,5615734,2,2018-12-20 01:17:40,2019-02-22 11:45:16,Game of Thrones
1,3,21667900,5621926,2,2019-06-25 04:54:42,2020-11-23 03:56:35,Stranger Things
1,4,21667900,5621928,2,2019-06-25 04:54:42,2020-11-23 03:56:35,Stranger Things
1,5,21667900,5621929,2,2019-06-25 04:54:42,2020-11-23 03:56:35,Stranger Things
1,6,21667900,5621930,2,2019-06-25 04:54:42,2020-11-23 03:56:35,Stranger Things
1,7,21667900,5621931,2,2019-06-25 04:54:42,2020-11-23 03:56:35,Stranger Things
1,8,21667900,5621932,2,2019-06-25 04:54:42,2020-11-23 03:56:35,Stranger Things
6,8,21667900,5624259,2,2018-12-20 01:17:40,2019-02-22 11:45:16,Game of Thrones
6,9,21667900,5624260,2,2018-12-20 01:17:40,2019-02-22 11:45:16,Game of Thrones
6,10,21667900,5624261,2,2018-12-20 01:17:40,2019-02-22 11:45:16,Game of Thrones
1,1,21667900,5626064,1,2020-03-18 11:00:25,2020-03-18 11:00:25,Westworld
1,1,21667900,5648784,2,2019-06-20 07:05:02,2020-10-28 17:19:30,This Is Us
2,1,21667900,5734306,2,2019-06-26 13:21:33,2020-11-28 09:16:24,Stranger Things
2,2,21667900,5734307,2,2019-06-26 13:21:33,2020-11-28 09:16:24,Stranger Things
2,3,21667900,5734308,2,2019-06-26 13:21:33,2020-11-28 09:16:24,Stranger Things
2,4,21667900,5734309,2,2019-06-26 13:21:33,2020-11-28 09:16:24,Stranger Things
2,5,21667900,5734310,2,2019-06-26 13:21:33,2020-11-28 09:16:24,Stranger Things
2,6,21667900,5734311,2,2019-06-26 13:21:33,2020-11-28 09:16:24,Stranger Things
2,7,21667900,5734312,2,2019-06-26 13:21:33,2020-11-28 09:16:24,Stranger Things
2,8,21667900,5734313,2,2019-06-26 13:21:33,2020-11-28 09:16:24,Stranger Things
2,9,21667900,5734314,2,2019-06-26 13:21:33,2020-11-28 09:16:24,Stranger Things
1,2,21667900,5737313,2,2019-06-20 07:05:08,2020-10-28 17:19:30,This Is Us
1,3,21667900,5737314,2,2019-06-20 11:58:26,2020-10-28 17:19:30,This Is Us
1,4,21667900,5737315,2,2019-06-20 11:58:31,2020-10-28 17:19:30,This Is Us
1,5,21667900,5737316,2,2019-06-20 16:15:53,2020-10-28 17:19:30,This Is Us
1,2,21667900,5748834,1,2020-03-18 11:00:25,2020-03-18 11:00:25,Westworld
1,3,21667900,5748835,1,2020-03-18 11:00:25,2020-03-18 11:00:25,Westworld
1,4,21667900,5748837,1,2020-03-18 11:00:25,2020-03-18 11:00:25,Westworld
1,5,21667900,5748838,1,2020-03-18 11:00:25,2020-03-18 11:00:25,Westworld
1,6,21667900,5755397,1,2020-03-18 11:00:25,2020-03-18 11:00:25,Westworld
1,7,21667900,5765511,1,2020-03-18 11:00:25,2020-03-18 11:00:25,Westworld
1,8,21667900,5765512,1,2020-03-18 11:00:25,2020-03-18 11:00:25,Westworld
1,9,21667900,5765513,1,2020-03-18 11:00:25,2020-03-18 11:00:25,Westworld
1,10,21667900,5765514,1,2020-03-18 11:00:25,2020-03-18 11:00:25,Westworld
1,6,21667900,5772863,2,2019-06-21 04:42:13,2020-10-28 17:19:30,This Is Us
1,7,21667900,5772864,2,2019-06-21 10:23:13,2020-10-28 17:19:30,This Is Us
1,8,21667900,5772865,2,2019-06-21 12:51:19,2020-10-28 17:19:30,This Is Us
1,9,21667900,5772867,2,2019-06-21 15:58:54,2020-10-28 17:19:30,This Is Us
1,10,21667900,5772868,2,2019-06-22 08:01:11,2020-10-28 17:19:30,This Is Us
1,11,21667900,5852019,2,2019-06-23 04:41:42,2020-10-28 17:19:30,This Is Us
1,12,21667900,5865497,2,2019-06-23 08:44:44,2020-10-28 17:19:30,This Is Us
1,13,21667900,5865498,2,2019-06-23 10:28:01,2020-10-28 17:19:30,This Is Us
1,14,21667900,5875917,2,2019-06-24 09:38:55,2020-10-28 17:19:30,This Is Us
1,15,21667900,5903129,2,2019-06-24 09:39:07,2020-10-28 17:19:30,This Is Us
1,1,21667900,5941632,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,2,21667900,5941633,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,3,21667900,5941634,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,4,21667900,5941635,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,5,21667900,5941637,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,6,21667900,5941639,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,7,21667900,5941641,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,8,21667900,5941642,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,9,21667900,5941643,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,10,21667900,5941644,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,11,21667900,5941645,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,12,21667900,5941646,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,13,21667900,5941648,1,2019-03-30 13:45:20,2019-03-30 13:45:20,13 Reasons Why
1,16,21667900,5956439,2,2019-06-24 09:37:06,2020-10-28 17:19:30,This Is Us
1,17,21667900,5963153,2,2019-06-24 16:17:43,2020-10-28 17:19:30,This Is Us
1,18,21667900,5963154,2,2019-06-24 16:17:56,2020-10-28 17:19:30,This Is Us
1,1,21667900,6124070,1,2020-07-26 11:16:57,2020-07-26 11:16:57,MINDHUNTER
7,2,21667900,6132445,2,2018-12-20 01:17:27,2019-02-22 11:47:04,Game of Thrones
7,3,21667900,6132453,2,2018-12-20 01:17:27,2019-02-22 11:47:04,Game of Thrones
7,5,21667900,6132455,2,2018-12-20 01:17:27,2019-02-22 11:47:04,Game of Thrones
7,6,21667900,6132456,2,2018-12-20 01:17:27,2019-02-22 11:47:04,Game of Thrones
2,1,21667900,6140532,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
1,2,21667900,6166171,1,2020-07-26 11:16:57,2020-07-26 11:16:57,MINDHUNTER
1,3,21667900,6166172,1,2020-07-26 11:16:57,2020-07-26 11:16:57,MINDHUNTER
1,4,21667900,6166173,1,2020-07-26 11:16:57,2020-07-26 11:16:57,MINDHUNTER
1,5,21667900,6166174,1,2020-07-26 11:16:57,2020-07-26 11:16:57,MINDHUNTER
1,6,21667900,6166175,1,2020-07-26 11:16:57,2020-07-26 11:16:57,MINDHUNTER
1,7,21667900,6166176,1,2020-07-26 11:16:57,2020-07-26 11:16:57,MINDHUNTER
1,8,21667900,6166177,1,2020-07-26 11:16:57,2020-07-26 11:16:57,MINDHUNTER
1,9,21667900,6166178,1,2020-07-26 11:16:57,2020-07-26 11:16:57,MINDHUNTER
1,10,21667900,6166179,1,2020-07-26 11:16:57,2020-07-26 11:16:57,MINDHUNTER
7,1,21667900,6185708,2,2018-12-20 01:17:27,2019-02-22 11:47:04,Game of Thrones
2,2,21667900,6231466,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
7,4,21667900,6235145,2,2018-12-20 01:17:27,2019-02-22 11:47:04,Game of Thrones
2,3,21667900,6247597,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,4,21667900,6259447,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
1,1,21667900,6274988,1,2019-03-29 05:28:25,2019-03-29 05:28:25,Godless
1,2,21667900,6274989,1,2019-03-29 05:28:25,2019-03-29 05:28:25,Godless
1,3,21667900,6274990,1,2019-03-29 05:28:25,2019-03-29 05:28:25,Godless
1,4,21667900,6274991,1,2019-03-29 05:28:25,2019-03-29 05:28:25,Godless
1,5,21667900,6274992,1,2019-03-29 05:28:25,2019-03-29 05:28:25,Godless
1,6,21667900,6274993,1,2019-03-29 05:28:25,2019-03-29 05:28:25,Godless
1,7,21667900,6274994,1,2019-03-29 05:28:25,2019-03-29 05:28:25,Godless
7,7,21667900,6275142,2,2018-12-20 01:17:27,2019-02-22 11:47:04,Game of Thrones
2,5,21667900,6355416,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,6,21667900,6358006,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,7,21667900,6367776,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,8,21667900,6368517,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,9,21667900,6368518,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,10,21667900,6398801,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,11,21667900,6402078,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,12,21667900,6447058,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
1,2,21667900,6461783,1,2019-03-30 13:45:49,2019-03-30 13:45:49,You
1,3,21667900,6461784,1,2019-03-30 13:45:49,2019-03-30 13:45:49,You
1,4,21667900,6461785,1,2019-03-30 13:45:49,2019-03-30 13:45:49,You
1,5,21667900,6461786,1,2019-03-30 13:45:49,2019-03-30 13:45:49,You
1,6,21667900,6461787,1,2019-03-30 13:45:49,2019-03-30 13:45:49,You
1,7,21667900,6461788,1,2019-03-30 13:45:49,2019-03-30 13:45:49,You
1,8,21667900,6461789,1,2019-03-30 13:45:49,2019-03-30 13:45:49,You
1,9,21667900,6461791,1,2019-03-30 13:45:49,2019-03-30 13:45:49,You
2,13,21667900,6485189,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,14,21667900,6485190,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,15,21667900,6521000,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,16,21667900,6521001,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,17,21667900,6523194,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
2,18,21667900,6523196,1,2020-01-19 05:22:45,2020-01-19 05:22:45,This Is Us
1,1,21667900,6533726,1,2021-04-01 04:48:07,2021-04-01 04:48:07,Collateral
1,10,21667900,6609867,1,2019-03-30 13:45:49,2019-03-30 13:45:49,You
1,1,21667900,6623548,1,2021-01-05 03:28:34,2021-01-05 03:28:34,The Haunting
1,2,21667900,6623549,1,2021-01-05 03:28:34,2021-01-05 03:28:34,The Haunting
1,3,21667900,6623550,1,2021-01-05 03:28:34,2021-01-05 03:28:34,The Haunting
1,4,21667900,6623551,1,2021-01-05 03:28:34,2021-01-05 03:28:34,The Haunting
1,5,21667900,6623552,1,2021-01-05 03:28:34,2021-01-05 03:28:34,The Haunting
1,6,21667900,6623553,1,2021-01-05 03:28:34,2021-01-05 03:28:34,The Haunting
1,7,21667900,6623554,1,2021-01-05 03:28:34,2021-01-05 03:28:34,The Haunting
1,8,21667900,6623555,1,2021-01-05 03:28:34,2021-01-05 03:28:34,The Haunting
1,9,21667900,6623556,1,2021-01-05 03:28:34,2021-01-05 03:28:34,The Haunting
1,10,21667900,6623557,1,2021-01-05 03:28:34,2021-01-05 03:28:34,The Haunting
1,1,21667900,6821139,1,2019-03-30 13:45:49,2019-03-30 13:45:49,You
3,1,21667900,6933995,1,2020-12-04 12:10:17,2020-12-04 12:10:17,Stranger Things
3,2,21667900,6933996,1,2020-12-04 12:10:17,2020-12-04 12:10:17,Stranger Things
3,3,21667900,6933997,1,2020-12-04 12:10:17,2020-12-04 12:10:17,Stranger Things
3,4,21667900,6933998,1,2020-12-04 12:10:17,2020-12-04 12:10:17,Stranger Things
3,5,21667900,6934000,1,2020-12-04 12:10:17,2020-12-04 12:10:17,Stranger Things
3,6,21667900,6934001,1,2020-12-04 12:10:17,2020-12-04 12:10:17,Stranger Things
3,7,21667900,6934002,1,2020-12-04 12:10:17,2020-12-04 12:10:17,Stranger Things
3,8,21667900,6934003,1,2020-12-04 12:10:17,2020-12-04 12:10:17,Stranger Things
1,2,21667900,7081351,1,2020-11-14 05:31:25,2020-11-14 05:31:25,Demon Slayer: Kimetsu no Yaiba
1,1,21667900,7122169,1,2020-11-14 05:31:23,2020-11-14 05:31:23,Demon Slayer: Kimetsu no Yaiba
1,8,21667900,8105218,1,2021-03-01 03:02:54,2021-03-01 03:02:54,WandaVision
1,1,21667900,8287133,1,2022-08-27 16:58:00,2022-08-27 16:58:00,House of the Dragon
1,2,21667900,9082147,1,2022-08-30 16:30:27,2022-08-30 16:30:27,House of the Dragon
