user_id,name,value,created_at,updated_at,id
21667900,country-code,in,2018-06-26 17:05:14,2018-06-26 17:05:14,7030342
21667900,bio,Hold the door..... Hodor!,2018-06-26 17:05:14,2019-01-05 16:32:16,7030343
21667900,favorite-character,63626527,2018-07-22 09:55:16,2019-01-16 16:21:57,7195972
21667900,cover,https://artworks.thetvdb.com/banners/v4/movie/343586/backgrounds/656f0509b100d.jpg,2018-09-12 12:02:16,2024-04-19 16:39:27,7557755
21667900,twitter-name,imjimil,2018-11-23 16:22:48,2018-11-23 16:22:48,8033784
