user_id,sent_welcome_mail,created_at,sent_last_chance,sent_unfinished,sent_discover,last_weekly,sent_2weeks_inactive,sent_2months_inactive,updated_at,sent_active
21667900,1,2018-06-26 16:30:51,0,0,0,,0,0,2018-06-26 16:30:51,0
